iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,$<time
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,90,3.37
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,90,2.83
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,90,2.39
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,90,2.66
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,90,2.42
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,90,2.67
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.97
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,90,3.23
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,10,2.07
0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,1.86
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,90,2.67
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,90,2.53
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,90,3.27
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,10,2.12
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,2.13
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,2.83
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,90,2.7
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,90,2.96
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,90,2.47
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,90,3.32
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.13
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,2.11
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,90,2.74
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,10,4.08
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,90,2.69
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,10,7.68
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,10,3.91
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,90,2.71
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,90,2.73
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,90,2.95
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,90,2.65
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,90,2.13
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,90,3.33
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,90,3.31
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,90,2.68
0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,10,8.18
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,90,3.39
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,90,2.71
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,90,3.33
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,90,2.68
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,90,2.87
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,10,7.71
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,2.19
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.11
0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,90,2.77
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,3.88
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,4.07
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,10,2.66
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,90,2.54
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,10,2.63
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,2.11
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,10,2.68
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,90,3.32
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,10,7.1
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,10,3.95
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,90,3.42
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,90,2.4
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90,1.92
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,10,7.88
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,90,3.27
0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,10,3.91
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.99
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,90,2.15
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,10,7.17
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,10,4.01
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,10,3.86
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,2.09
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,90,1.91
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.19
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,90,2.35
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,90,2.66
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,90,3.18
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,90,3.23
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,90,3.27
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,90,3.34
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,10,7.01
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,90,3.26
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,90,2.41
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,10,5
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,90,3.25
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,90,2.48
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,2.15
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,10,4.86
0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,90,3.35
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,90,2.64
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,90,3.71
0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,90,3.22
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.91
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,90,3.21
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,2.24
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.84
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90,1.83
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,10,4.52
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,90,2.64
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,90,2.15
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,90,2.77
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,10,7.14
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,90,2.41
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,90,3.3
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,2.24
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,90,2.11
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,10,4.82
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,90,3.25
0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,90,3.27
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,1.84
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,90,2.61
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,2.77
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.29
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,10,4.58
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,90,3.44
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,90,1.86
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,2.19
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,2.13
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,90,2.47
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,90,3.31
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,90,2.12
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,90,2.19
0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,90,3.62
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,2.27
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,90,2.72
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,90,3.21
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,90,3.24
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,10,4.81
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,90,2.11
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,4.16
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,10,4.8
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,2.17
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,90,2.13
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,10,4.75
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,90,2.15
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,2.31
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,1.84
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,90,2.14
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,90,3.21
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,90,2.75
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,90,2.71
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,90,2.19
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,90,3.3
1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,2.14
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,90,3.38
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,90,1.98
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,2.13
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,10,5.41
0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,10,2.96
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,90,2.15
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,90,3.24
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,10,4.65
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,10,2.07
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,90,3.34
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,90,2.63
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,3.01
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,90,3.34
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,90,3.27
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,90,3.41
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,2.13
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,2.18
0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,90,2.43
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.16
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.17
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,90,3.27
0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,90,2.78
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,2.29
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,2.13
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,90,2.16
0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,90,3.28
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,1.82
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10,2.13
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,90,2.28
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,90,2.44
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,90,3.19
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,90,3.34
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,10,2.14
0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,90,2.74
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,2.22
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,90,2.7
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,90,3.29
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,90,2.33
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,90,2.66
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,90,2.82
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,90,2.76
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,90,3.4
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,10,3.36
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,90,3.31
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,2.2
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,10,2.1
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,90,3.41
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,90,2.92
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,2.16
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,2.19
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,10,4.8
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,2.24
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,90,2.74
0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,10,4.56
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.19
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,90,2.67
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,90,3.31
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,90,2.19
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,90,2.35
0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,90,1.85
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,90,2.68
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,90,3.31
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,2.19
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,90,2.47
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,2.39
0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,90,3.26
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,1.91
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,2.78
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,2.13
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,90,2.19
0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,90,3.53
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,90,2.08
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,90,3.33
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,90,3.5
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,2.2
0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,90,3.51
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,2.22
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,2.16
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,2.17
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,90,3.28
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,90,1.83
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,2.2
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,90,3.31
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,90,2.16
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,2.16
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,90,2.16
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,90,2.2
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,90,2.1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,90,2.24
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,90,2.21
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,90,2.17
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,90,3.24
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,90,2.18
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,2.11
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,90,3.56
0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.88
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,90,3.25
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,90,3.23
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,2.17
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,90,2.26
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,90,2.24
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,90,3.63
0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,90,2.47
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,90,2.22
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,2.13
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,90,2.73
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,2.19
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3.92
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.82
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,2.05
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,2.15
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,90,2.26
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,2.23
0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.87
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,90,3.29
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,90,1.88
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,90,3.28
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,90,3.32
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.79
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90,2.39
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3.31
0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,90,2.15
0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,90,3.27
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,2.1
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,90,2.12
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,90,2.64
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,90,2.75
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,90,2.2
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,90,2.11
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,90,2.15
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,90,3.5
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,2.24
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,1.89
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,90,3.26
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,90,2.1
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.8
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,2.13
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,2.23
1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,90,2.18
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,90,2.6
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,90,2.48
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,2.16
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,2.13
0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,90,2.21
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,90,3.27
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,2.22
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,90,2.46
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,2.18
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,90,1.86
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,90,3.29
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,2.18
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,90,2.79
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,90,3.31
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,2.01
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,90,2.45
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,10,3.79
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,2.18
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,90,3.61
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,2.22
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,90,2.44
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,90,2.74
0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,10,3.02
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,10,3.91
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,90,2.19
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,90,2.98
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,90,2.38
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,90,3.39
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,90,2.4
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,90,2.18
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,10,3.02
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,90,2.7
0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,90,2.87
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,2.78
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,90,2.42
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,90,3.32
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,2.69
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,90,3.23
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,90,2.46
0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,90,2.76
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,2.21
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,90,2.67
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,10,7.57
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,10,7.99
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,90,2.37
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90,2.42
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,10,7.79
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,90,2.45
0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,10,7.53
0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,90,3.39
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,90,2.73
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,90,2.24
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.9
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,90,2.41
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,10,3.11
0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,10,3.13
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,90,2.47
0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,90,3.31
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,90,3.26
0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,90,2.68
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10,3.66
0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,90,3.28
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,10,2.75
0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,90,2.39
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,90,2.38
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,3.09
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,2.96
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,10,3.02
0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,10,7.95
