root,mpm,prefork,worker,moreThreads,moreProcesses,sendfile,compression,noCompression,keepalive,basicAuth,tls,tlsAes128,tlsAes256,maxClients,compressionLevel,$<performance
1,1,0,1,0,0,1,1,0,0,1,1,1,0,2048,5,165.3668
1,1,0,1,0,0,1,1,0,0,1,1,1,0,4096,5,165.8144
1,1,0,1,0,0,1,1,0,0,1,1,1,0,512,9,167.9784
1,1,0,1,0,0,1,1,0,0,1,1,1,0,1024,9,165.4764
1,1,0,1,0,0,1,1,0,0,1,1,1,0,2048,9,166.51
1,1,0,1,0,0,1,1,0,0,1,1,1,0,4096,9,166.7908
1,1,0,1,0,1,0,1,0,0,0,1,0,1,512,1,165.0376
1,1,0,1,0,1,0,1,0,0,0,1,0,1,1024,1,165.5766
1,1,0,1,0,1,0,1,0,0,0,1,0,1,2048,1,166.658
1,1,0,1,0,1,0,1,0,0,0,1,0,1,4096,1,167.076
1,1,0,1,0,1,0,1,0,0,0,1,0,1,512,5,168.0338
1,1,0,1,0,1,0,1,0,0,0,1,0,1,1024,5,166.6214
1,1,0,1,0,1,0,1,0,0,0,1,0,1,2048,5,166.6642
1,1,0,1,0,1,0,1,0,0,0,1,0,1,4096,5,165.4882
1,1,0,1,0,1,0,1,0,0,0,1,0,1,512,9,166.9658
1,1,0,1,0,1,0,1,0,0,0,1,0,1,1024,9,166.2324
1,1,0,1,0,1,0,1,0,0,0,1,0,1,2048,9,167.5442
1,1,0,1,0,1,0,1,0,0,0,1,0,1,4096,9,166.3224
1,1,0,1,0,1,0,1,0,0,0,1,1,0,512,1,164.9722
1,1,0,1,0,1,0,1,0,0,0,1,1,0,1024,1,165.185
1,1,0,1,0,1,0,1,0,0,0,1,1,0,2048,1,165.7478
1,1,0,1,0,1,0,1,0,0,0,1,1,0,4096,1,165.665
1,1,0,1,0,1,0,1,0,0,0,1,1,0,512,5,166.4012
1,1,0,1,0,1,0,1,0,0,0,1,1,0,1024,5,166.9622
1,1,0,1,0,1,0,1,0,0,0,1,1,0,2048,5,166.5616
1,1,0,1,0,1,0,1,0,0,0,1,1,0,4096,5,166.7696
1,1,0,1,0,1,0,1,0,0,0,1,1,0,512,9,165.148
1,1,0,1,0,1,0,1,0,0,0,1,1,0,1024,9,164.7356
1,1,0,1,0,1,0,1,0,0,0,1,1,0,2048,9,166.5238
1,1,0,1,0,1,0,1,0,0,0,1,1,0,4096,9,166.353
1,1,0,1,0,1,0,1,0,0,1,1,0,1,512,1,167.1464
1,1,0,1,0,1,0,1,0,0,1,1,0,1,1024,1,167.4214
1,1,0,1,0,1,0,1,0,0,1,1,0,1,2048,1,165.8516
1,1,0,1,0,1,0,1,0,0,1,1,0,1,4096,1,164.2992
1,1,0,1,0,1,0,1,0,0,1,1,0,1,512,5,165.4696
1,1,0,1,0,1,0,1,0,0,1,1,0,1,1024,5,165.5624
1,1,0,1,0,1,0,1,0,0,1,1,0,1,2048,5,164.7082
1,1,0,1,0,1,0,1,0,0,1,1,0,1,4096,5,166.5008
1,1,0,1,0,1,0,1,0,0,1,1,0,1,512,9,166.29
1,1,0,1,0,1,0,1,0,0,1,1,0,1,1024,9,165.7476
1,1,0,1,0,1,0,1,0,0,1,1,0,1,2048,9,165.4304
1,1,0,1,0,1,0,1,0,0,1,1,0,1,4096,9,165.6592
1,1,0,1,0,1,0,1,0,0,1,1,1,0,512,1,165.1724
1,1,0,1,0,1,0,1,0,0,1,1,1,0,1024,1,165.9638
1,1,0,1,0,1,0,1,0,0,1,1,1,0,2048,1,167.075
1,1,0,1,0,1,0,1,0,0,1,1,1,0,4096,1,165.606
1,1,0,1,0,1,0,1,0,0,1,1,1,0,512,5,166.4
1,1,0,1,0,1,0,1,0,0,1,1,1,0,1024,5,167.0116
1,1,0,1,0,1,0,1,0,0,1,1,1,0,2048,5,167.1064
1,1,0,1,0,1,0,1,0,0,1,1,1,0,4096,5,167.2636
1,1,0,1,0,1,0,1,0,0,1,1,1,0,512,9,167.5424
1,1,0,1,0,1,0,1,0,0,1,1,1,0,1024,9,165.0956
1,1,0,1,0,1,0,1,0,0,1,1,1,0,2048,9,164.9936
1,1,0,1,0,1,0,1,0,0,1,1,1,0,4096,9,165.2452
1,1,0,1,0,1,1,1,0,0,0,1,0,1,512,1,165.428
1,1,0,1,0,1,1,1,0,0,0,1,0,1,1024,1,164.3002
1,1,0,1,0,1,1,1,0,0,0,1,0,1,2048,1,167.2208
1,1,0,1,0,1,1,1,0,0,0,1,0,1,4096,1,167.1346
1,1,0,1,0,1,1,1,0,0,0,1,0,1,512,5,165.3404
1,1,0,1,0,1,1,1,0,0,0,1,0,1,1024,5,166.3722
1,1,0,1,0,1,1,1,0,0,0,1,0,1,2048,5,166.753
1,1,0,1,0,1,1,1,0,0,0,1,0,1,4096,5,166.1884
1,1,0,1,0,1,1,1,0,0,0,1,0,1,512,9,166.9224
1,1,0,1,0,1,1,1,0,0,0,1,0,1,1024,9,165.1194
1,1,0,1,0,1,1,1,0,0,0,1,0,1,2048,9,165.5844
1,1,0,1,0,1,1,1,0,0,0,1,0,1,4096,9,164.1622
1,1,0,1,0,1,1,1,0,0,0,1,1,0,512,1,166.0218
1,1,0,1,0,1,1,1,0,0,0,1,1,0,1024,1,167.3074
1,1,0,1,0,1,1,1,0,0,0,1,1,0,2048,1,166.7408
1,1,0,1,0,1,1,1,0,0,0,1,1,0,4096,1,166.8178
1,1,0,1,0,1,1,1,0,0,0,1,1,0,512,5,165.3232
1,1,0,1,0,1,1,1,0,0,0,1,1,0,1024,5,165.0786
1,1,0,1,0,1,1,1,0,0,0,1,1,0,2048,5,165.0254
1,1,0,1,0,1,1,1,0,0,0,1,1,0,4096,5,165.5928
1,1,0,1,0,1,1,1,0,0,0,1,1,0,512,9,166.852
1,1,0,1,0,1,1,1,0,0,0,1,1,0,1024,9,167.4258
1,1,0,1,0,1,1,1,0,0,0,1,1,0,2048,9,166.9764
1,1,0,1,0,1,1,1,0,0,0,1,1,0,4096,9,165.6526
1,1,0,1,0,1,1,1,0,0,1,1,0,1,512,1,166.9648
1,1,0,1,0,1,1,1,0,0,1,1,0,1,1024,1,166.6896
1,1,0,1,0,1,1,1,0,0,1,1,0,1,2048,1,165.588
1,1,0,1,0,1,1,1,0,0,1,1,0,1,4096,1,167.7046
1,1,0,1,0,1,1,1,0,0,1,1,0,1,512,5,167.1336
1,1,0,1,0,1,1,1,0,0,1,1,0,1,1024,5,165.0026
1,1,0,1,0,1,1,1,0,0,1,1,0,1,2048,5,167.3294
1,1,0,1,0,1,1,1,0,0,1,1,0,1,4096,5,165.4898
1,1,0,1,0,1,1,1,0,0,1,1,0,1,512,9,166.6974
1,1,0,1,0,1,1,1,0,0,1,1,0,1,1024,9,165.9268
1,1,0,1,0,1,1,1,0,0,1,1,0,1,2048,9,166.335
1,1,0,1,0,1,1,1,0,0,1,1,0,1,4096,9,165.5346
1,1,0,1,0,1,1,1,0,0,1,1,1,0,512,1,166.932
1,1,0,1,0,1,1,1,0,0,1,1,1,0,1024,1,166.4548
1,1,0,1,0,1,1,1,0,0,1,1,1,0,2048,1,166.086
1,1,0,1,0,1,1,1,0,0,1,1,1,0,4096,1,166.599
1,1,0,1,0,1,1,1,0,0,1,1,1,0,512,5,165.5038
1,1,0,1,0,1,1,1,0,0,1,1,1,0,1024,5,165.2732
1,1,0,1,0,1,1,1,0,0,1,1,1,0,2048,5,164.443
1,1,0,1,0,1,1,1,0,0,1,1,1,0,4096,5,165.28
1,1,0,1,0,1,1,1,0,0,1,1,1,0,512,9,165.1396
1,1,0,1,0,1,1,1,0,0,1,1,1,0,1024,9,166.6554
1,1,0,1,0,1,1,1,0,0,1,1,1,0,2048,9,167.017
1,1,0,1,0,1,1,1,0,0,1,1,1,0,4096,9,165.2274
1,1,0,1,1,0,0,1,0,0,0,1,0,1,512,1,165.905
1,1,0,1,1,0,0,1,0,0,0,1,0,1,1024,1,167.4572
1,1,0,1,1,0,0,1,0,0,0,1,0,1,2048,1,166.6584
1,1,0,1,1,0,0,1,0,0,0,1,0,1,4096,1,165.5652
1,1,0,1,1,0,0,1,0,0,0,1,0,1,512,5,165.2576
1,1,0,1,1,0,0,1,0,0,0,1,0,1,1024,5,165.6178
1,1,0,1,1,0,0,1,0,0,0,1,0,1,2048,5,165.7748
1,1,0,1,1,0,0,1,0,0,0,1,0,1,4096,5,167.5176
1,1,0,1,1,0,0,1,0,0,0,1,0,1,512,9,165.6066
1,1,0,1,1,0,0,1,0,0,0,1,0,1,1024,9,164.635
1,1,0,1,1,0,0,1,0,0,0,1,0,1,2048,9,166.3334
1,1,0,1,1,0,0,1,0,0,0,1,0,1,4096,9,165.433
1,1,0,1,1,0,0,1,0,0,0,1,1,0,512,1,164.938
1,1,0,1,1,0,0,1,0,0,0,1,1,0,1024,1,166.114
1,1,0,1,1,0,0,1,0,0,0,1,1,0,2048,1,166.137
1,1,0,1,1,0,0,1,0,0,0,1,1,0,4096,1,166.8826
1,1,0,1,1,0,0,1,0,0,0,1,1,0,512,5,164.9538
1,1,0,1,1,0,0,1,0,0,0,1,1,0,1024,5,165.7462
1,1,0,1,1,0,0,1,0,0,0,1,1,0,2048,5,165.8732
1,1,0,1,1,0,0,1,0,0,0,1,1,0,4096,5,167.8484
1,1,0,1,1,0,0,1,0,0,0,1,1,0,512,9,166.0022
1,1,0,1,1,0,0,1,0,0,0,1,1,0,1024,9,166.597
1,1,0,1,1,0,0,1,0,0,0,1,1,0,2048,9,167.412
1,1,0,1,1,0,0,1,0,0,0,1,1,0,4096,9,166.3002
1,1,0,1,1,0,0,1,0,0,1,1,0,1,512,1,167.0304
1,1,0,1,1,0,0,1,0,0,1,1,0,1,1024,1,166.2734
1,1,0,1,1,0,0,1,0,0,1,1,0,1,2048,1,165.7536
1,1,0,1,1,0,0,1,0,0,1,1,0,1,4096,1,168.312
1,1,0,1,1,0,0,1,0,0,1,1,0,1,512,5,166.4622
1,1,0,1,1,0,0,1,0,0,1,1,0,1,1024,5,165.116
1,1,0,1,1,0,0,1,0,0,1,1,0,1,2048,5,166.7698
1,1,0,1,1,0,0,1,0,0,1,1,0,1,4096,5,168.0422
1,1,0,1,1,0,0,1,0,0,1,1,0,1,512,9,166.715
1,1,0,1,1,0,0,1,0,0,1,1,0,1,1024,9,165.7302
1,1,0,1,1,0,0,1,0,0,1,1,0,1,2048,9,166.202
1,1,0,1,1,0,0,1,0,0,1,1,0,1,4096,9,167.7932
1,1,0,1,1,0,0,1,0,0,1,1,1,0,512,1,165.541
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1024,1,166.0882
1,1,0,1,1,0,0,1,0,0,1,1,1,0,2048,1,165.466
1,1,0,1,1,0,0,1,0,0,1,1,1,0,4096,1,167.238
1,1,0,1,1,0,0,1,0,0,1,1,1,0,512,5,167.141
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1024,5,166.9704
1,1,0,1,1,0,0,1,0,0,1,1,1,0,2048,5,165.2494
1,1,0,1,1,0,0,1,0,0,1,1,1,0,4096,5,167.7366
1,1,0,1,1,0,0,1,0,0,1,1,1,0,512,9,167.098
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1024,9,167.776
1,1,0,1,1,0,0,1,0,0,1,1,1,0,2048,9,165.636
1,1,0,1,1,0,0,1,0,0,1,1,1,0,4096,9,165.9354
1,1,0,1,1,0,1,1,0,0,0,1,0,1,512,1,165.4594
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1024,1,166.545
1,1,0,1,1,0,1,1,0,0,0,1,0,1,2048,1,165.5766
1,1,0,1,1,0,1,1,0,0,0,1,0,1,4096,1,165.4362
1,1,0,1,1,0,1,1,0,0,0,1,0,1,512,5,165.3958
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1024,5,165.6182
1,1,0,1,1,0,1,1,0,0,0,1,0,1,2048,5,167.6358
1,1,0,1,1,0,1,1,0,0,0,1,0,1,4096,5,165.6622
1,1,0,1,1,0,1,1,0,0,0,1,0,1,512,9,166.935
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1024,9,165.4814
1,1,0,1,1,0,1,1,0,0,0,1,0,1,2048,9,167.6
1,1,0,1,1,0,1,1,0,0,0,1,0,1,4096,9,166.1396
1,1,0,1,1,0,1,1,0,0,0,1,1,0,512,1,164.7004
1,1,0,1,1,0,1,1,0,0,0,1,1,0,1024,1,167.6614
1,1,0,1,1,0,1,1,0,0,0,1,1,0,2048,1,165.4516
1,1,0,1,1,0,1,1,0,0,0,1,1,0,4096,1,165.216
1,1,0,1,1,0,1,1,0,0,0,1,1,0,512,5,166.6142
1,1,0,1,1,0,1,1,0,0,0,1,1,0,1024,5,165.6878
1,1,0,1,1,0,1,1,0,0,0,1,1,0,2048,5,165.775
1,1,0,1,1,0,1,1,0,0,0,1,1,0,4096,5,167.4328
1,1,0,1,1,0,1,1,0,0,0,1,1,0,512,9,165.6718
1,1,0,1,1,0,1,1,0,0,0,1,1,0,1024,9,165.343
1,1,0,1,1,0,1,1,0,0,0,1,1,0,2048,9,166.9148
1,1,0,1,1,0,1,1,0,0,0,1,1,0,4096,9,166.0044
1,1,0,1,1,0,1,1,0,0,1,1,0,1,512,1,165.9744
1,1,0,1,1,0,1,1,0,0,1,1,0,1,1024,1,166.5392
1,1,0,1,1,0,1,1,0,0,1,1,0,1,2048,1,166.2012
1,1,0,1,1,0,1,1,0,0,1,1,0,1,4096,1,165.6458
1,1,0,1,1,0,1,1,0,0,1,1,0,1,512,5,166.9782
1,1,0,1,1,0,1,1,0,0,1,1,0,1,1024,5,166.5228
1,1,0,1,1,0,1,1,0,0,1,1,0,1,2048,5,168.3212
1,1,0,1,1,0,1,1,0,0,1,1,0,1,4096,5,167.2434
1,1,0,1,1,0,1,1,0,0,1,1,0,1,512,9,165.2618
1,1,0,1,1,0,1,1,0,0,1,1,0,1,1024,9,167.1132
1,1,0,1,1,0,1,1,0,0,1,1,0,1,2048,9,165.4018
1,1,0,1,1,0,1,1,0,0,1,1,0,1,4096,9,167.607
1,1,0,1,1,0,1,1,0,0,1,1,1,0,512,1,166.7886
1,1,0,1,1,0,1,1,0,0,1,1,1,0,1024,1,166.2984
1,1,0,1,1,0,1,1,0,0,1,1,1,0,2048,1,165.4964
1,1,0,1,1,0,1,1,0,0,1,1,1,0,4096,1,165.3814
1,1,0,1,1,0,1,1,0,0,1,1,1,0,512,5,165.9656
1,1,0,1,1,0,1,1,0,0,1,1,1,0,1024,5,166.8442
1,1,0,1,1,0,1,1,0,0,1,1,1,0,2048,5,167.1674
1,1,0,1,1,0,1,1,0,0,1,1,1,0,4096,5,167.649
1,1,0,1,1,0,1,1,0,0,1,1,1,0,512,9,165.6704
1,1,0,1,1,0,1,1,0,0,1,1,1,0,1024,9,167.735
1,1,0,1,1,0,1,1,0,0,1,1,1,0,2048,9,165.3316
1,1,0,1,1,0,1,1,0,0,1,1,1,0,4096,9,166.8072
1,1,1,0,0,0,0,0,1,0,0,1,0,1,512,0,166.702
1,1,1,0,0,0,0,0,1,0,0,1,0,1,1024,0,166.8732
1,1,1,0,0,0,0,0,1,0,0,1,0,1,2048,0,166.7366
1,1,1,0,0,0,0,0,1,0,0,1,0,1,4096,0,168.3692
1,1,1,0,0,0,0,0,1,0,0,1,1,0,512,0,165.4098
1,1,1,0,0,0,0,0,1,0,0,1,1,0,1024,0,167.7306
1,1,1,0,0,0,0,0,1,0,0,1,1,0,2048,0,165.1818
1,1,1,0,0,0,0,0,1,0,0,1,1,0,4096,0,166.7226
1,1,1,0,0,0,0,0,1,0,1,1,0,1,512,0,166.0436
1,1,1,0,0,0,0,0,1,0,1,1,0,1,1024,0,166.3992
1,1,1,0,0,0,0,0,1,0,1,1,0,1,2048,0,167.43
1,1,1,0,0,0,0,0,1,0,1,1,0,1,4096,0,166.4806
1,1,1,0,0,0,0,0,1,0,1,1,1,0,512,0,165.5466
1,1,1,0,0,0,0,0,1,0,1,1,1,0,1024,0,166.2704
1,1,1,0,0,0,0,0,1,0,1,1,1,0,2048,0,166.2406
1,1,1,0,0,0,0,0,1,0,1,1,1,0,4096,0,165.9812
1,1,1,0,0,0,0,0,1,1,0,1,0,1,512,0,32.1052
1,1,1,0,0,0,0,0,1,1,0,1,0,1,1024,0,31.8936
1,1,1,0,0,0,0,0,1,1,0,1,0,1,2048,0,31.9336
1,1,1,0,0,0,0,0,1,1,0,1,0,1,4096,0,32.0886
1,1,1,0,0,0,0,0,1,1,0,1,1,0,512,0,32.0718
1,1,1,0,0,0,0,0,1,1,0,1,1,0,1024,0,31.8536
1,1,1,0,0,0,0,0,1,1,0,1,1,0,2048,0,32
1,1,1,0,0,0,0,0,1,1,0,1,1,0,4096,0,32.1292
1,1,1,0,0,0,0,0,1,1,1,1,0,1,512,0,32.7034
1,1,1,0,0,0,0,0,1,1,1,1,0,1,1024,0,33.0858
1,1,1,0,0,0,0,0,1,1,1,1,0,1,2048,0,32.878
1,1,1,0,0,0,0,0,1,1,1,1,0,1,4096,0,32.969
1,1,1,0,0,0,0,0,1,1,1,1,1,0,512,0,32.5746
1,1,1,0,0,0,0,0,1,1,1,1,1,0,1024,0,32.1288
1,1,1,0,0,0,0,0,1,1,1,1,1,0,2048,0,32.3362
1,1,1,0,0,0,0,0,1,1,1,1,1,0,4096,0,32.3616
1,1,1,0,0,0,1,0,1,0,0,1,0,1,512,0,167.005
1,1,1,0,0,0,1,0,1,0,0,1,0,1,1024,0,167.6998
1,1,1,0,0,0,1,0,1,0,0,1,0,1,2048,0,166.7638
1,1,1,0,0,0,1,0,1,0,0,1,0,1,4096,0,166.144
1,1,1,0,0,0,1,0,1,0,0,1,1,0,512,0,166.2256
1,1,1,0,0,0,1,0,1,0,0,1,1,0,1024,0,166.0908
1,1,1,0,0,0,1,0,1,0,0,1,1,0,2048,0,166.0806
1,1,1,0,0,0,1,0,1,0,0,1,1,0,4096,0,166.9502
1,1,1,0,0,0,1,0,1,0,1,1,0,1,512,0,166.18
1,1,1,0,0,0,1,0,1,0,1,1,0,1,1024,0,168.1956
1,1,1,0,0,0,1,0,1,0,1,1,0,1,2048,0,166.332
1,1,1,0,0,0,1,0,1,0,1,1,0,1,4096,0,166.1106
1,1,1,0,0,0,1,0,1,0,1,1,1,0,512,0,165.4902
1,1,1,0,0,0,1,0,1,0,1,1,1,0,1024,0,165.1292
1,1,1,0,0,0,1,0,1,0,1,1,1,0,2048,0,165.5338
1,1,1,0,0,0,1,0,1,0,1,1,1,0,4096,0,166.0568
1,1,1,0,0,0,1,0,1,1,0,1,0,1,512,0,32.435
1,1,1,0,0,0,1,0,1,1,0,1,0,1,1024,0,32.0876
1,1,1,0,0,0,1,0,1,1,0,1,0,1,2048,0,32.3262
1,1,1,0,0,0,1,0,1,1,0,1,0,1,4096,0,32.3684
1,1,1,0,0,0,1,0,1,1,0,1,1,0,512,0,32.0032
1,1,1,0,0,0,1,0,1,1,0,1,1,0,1024,0,31.9562
1,1,1,0,0,0,1,0,1,1,0,1,1,0,2048,0,31.4972
1,1,1,0,0,0,1,0,1,1,0,1,1,0,4096,0,31.976
1,1,1,0,0,0,1,0,1,1,1,1,0,1,512,0,32.5328
1,1,1,0,0,0,1,0,1,1,1,1,0,1,1024,0,32.6434
1,1,1,0,0,0,1,0,1,1,1,1,0,1,2048,0,32.8928
1,1,1,0,0,0,1,0,1,1,1,1,0,1,4096,0,32.9488
1,1,1,0,0,0,1,0,1,1,1,1,1,0,512,0,31.9114
1,1,1,0,0,0,1,0,1,1,1,1,1,0,1024,0,32.2594
1,1,1,0,0,0,1,0,1,1,1,1,1,0,2048,0,32.4164
1,1,1,0,0,0,1,0,1,1,1,1,1,0,4096,0,32.4786
1,1,1,0,0,0,0,1,0,0,0,1,0,1,512,1,166.2112
1,1,1,0,0,0,0,1,0,0,0,1,0,1,1024,1,167.383
1,1,1,0,0,0,0,1,0,0,0,1,0,1,2048,1,165.7034
1,1,1,0,0,0,0,1,0,0,0,1,0,1,4096,1,167.3274
1,1,1,0,0,0,0,1,0,0,0,1,0,1,512,5,168.6952
1,1,1,0,0,0,0,1,0,0,0,1,0,1,1024,5,166.389
1,1,1,0,0,0,0,1,0,0,0,1,0,1,2048,5,167.5526
1,1,1,0,0,0,0,1,0,0,0,1,0,1,4096,5,167.2578
1,1,1,0,0,0,0,1,0,0,0,1,0,1,512,9,166.2688
1,1,1,0,0,0,0,1,0,0,0,1,0,1,1024,9,167.368
1,1,1,0,0,0,0,1,0,0,0,1,0,1,2048,9,166.0022
1,1,1,0,0,0,0,1,0,0,0,1,0,1,4096,9,166.6484
1,1,1,0,0,0,0,1,0,0,0,1,1,0,512,1,167.5676
1,1,1,0,0,0,0,1,0,0,0,1,1,0,1024,1,165.1974
1,1,1,0,0,0,0,1,0,0,0,1,1,0,2048,1,165.6382
1,1,1,0,0,0,0,1,0,0,0,1,1,0,4096,1,166.9256
1,1,1,0,0,0,0,1,0,0,0,1,1,0,512,5,166.725
1,1,1,0,0,0,0,1,0,0,0,1,1,0,1024,5,166.2698
1,1,1,0,0,0,0,1,0,0,0,1,1,0,2048,5,165.6596
1,1,1,0,0,0,0,1,0,0,0,1,1,0,4096,5,166.5186
1,1,1,0,0,0,0,1,0,0,0,1,1,0,512,9,165.1228
1,1,1,0,0,0,0,1,0,0,0,1,1,0,1024,9,165.8934
1,1,1,0,0,0,0,1,0,0,0,1,1,0,2048,9,165.492
1,1,1,0,0,0,0,1,0,0,0,1,1,0,4096,9,166.1936
1,1,1,0,0,0,0,1,0,0,1,1,0,1,512,1,166.5664
1,1,1,0,0,0,0,1,0,0,1,1,0,1,1024,1,166.0586
1,1,1,0,0,0,0,1,0,0,1,1,0,1,2048,1,167.3084
1,1,1,0,0,0,0,1,0,0,1,1,0,1,4096,1,166.2718
1,1,1,0,0,0,0,1,0,0,1,1,0,1,512,5,166.1188
1,1,1,0,0,0,0,1,0,0,1,1,0,1,1024,5,167.9052
1,1,1,0,0,0,0,1,0,0,1,1,0,1,2048,5,166.9718
1,1,1,0,0,0,0,1,0,0,1,1,0,1,4096,5,166.3614
1,1,1,0,0,0,0,1,0,0,1,1,0,1,512,9,167.0378
1,1,1,0,0,0,0,1,0,0,1,1,0,1,1024,9,167.6238
1,1,1,0,0,0,0,1,0,0,1,1,0,1,2048,9,165.6736
1,1,1,0,0,0,0,1,0,0,1,1,0,1,4096,9,167.2234
1,1,1,0,0,0,0,1,0,0,1,1,1,0,512,1,166.1606
1,1,1,0,0,0,0,1,0,0,1,1,1,0,1024,1,165.41
1,1,1,0,0,0,0,1,0,0,1,1,1,0,2048,1,167.5742
1,1,1,0,0,0,0,1,0,0,1,1,1,0,4096,1,166.4718
1,1,1,0,0,0,0,1,0,0,1,1,1,0,512,5,167.2148
1,1,1,0,0,0,0,1,0,0,1,1,1,0,1024,5,166.5394
1,1,1,0,0,0,0,1,0,0,1,1,1,0,2048,5,165.9102
1,1,1,0,0,0,0,1,0,0,1,1,1,0,4096,5,165.9194
1,1,1,0,0,0,0,1,0,0,1,1,1,0,512,9,166.6874
1,1,1,0,0,0,0,1,0,0,1,1,1,0,1024,9,165.063
1,1,1,0,0,0,0,1,0,0,1,1,1,0,2048,9,166.784
1,1,1,0,0,0,0,1,0,0,1,1,1,0,4096,9,166.2448
1,1,1,0,0,0,1,1,0,0,0,1,0,1,512,1,167.1178
1,1,1,0,0,0,1,1,0,0,0,1,0,1,1024,1,165.3428
1,1,1,0,0,0,1,1,0,0,0,1,0,1,2048,1,168.0678
1,1,1,0,0,0,1,1,0,0,0,1,0,1,4096,1,166.4904
1,1,1,0,0,0,1,1,0,0,0,1,0,1,512,5,165.7176
1,1,1,0,0,0,1,1,0,0,0,1,0,1,1024,5,167.039
1,1,1,0,0,0,1,1,0,0,0,1,0,1,2048,5,167.035
1,1,1,0,0,0,1,1,0,0,0,1,0,1,4096,5,167.7094
1,1,1,0,0,0,1,1,0,0,0,1,0,1,512,9,165.5848
1,1,1,0,0,0,1,1,0,0,0,1,0,1,1024,9,167.4036
1,1,1,0,0,0,1,1,0,0,0,1,0,1,2048,9,167.179
1,1,1,0,0,0,1,1,0,0,0,1,0,1,4096,9,166.6934
1,1,1,0,0,0,1,1,0,0,0,1,1,0,512,1,165.1696
1,1,1,0,0,0,1,1,0,0,0,1,1,0,1024,1,165.4696
1,1,1,0,0,0,1,1,0,0,0,1,1,0,2048,1,165.9844
1,1,1,0,0,0,1,1,0,0,0,1,1,0,4096,1,166.428
1,1,1,0,0,0,1,1,0,0,0,1,1,0,512,5,166.6594
1,1,1,0,0,0,1,1,0,0,0,1,1,0,1024,5,166.8488
1,1,1,0,0,0,1,1,0,0,0,1,1,0,2048,5,166.7846
1,1,1,0,0,0,1,1,0,0,0,1,1,0,4096,5,167.105
1,1,1,0,0,0,1,1,0,0,0,1,1,0,512,9,165.4336
1,1,1,0,0,0,1,1,0,0,0,1,1,0,1024,9,167.2704
1,1,1,0,0,0,1,1,0,0,0,1,1,0,2048,9,165.979
1,1,1,0,0,0,1,1,0,0,0,1,1,0,4096,9,165.5822
1,1,1,0,0,0,1,1,0,0,1,1,0,1,512,1,166.1548
1,1,1,0,0,0,1,1,0,0,1,1,0,1,1024,1,167.0774
1,1,1,0,0,0,1,1,0,0,1,1,0,1,2048,1,167.7412
1,1,1,0,0,0,1,1,0,0,1,1,0,1,4096,1,166.901
1,1,1,0,0,0,1,1,0,0,1,1,0,1,512,5,168.2004
1,1,1,0,0,0,1,1,0,0,1,1,0,1,1024,5,166.2056
1,1,1,0,0,0,1,1,0,0,1,1,0,1,2048,5,167.4618
1,1,1,0,0,0,1,1,0,0,1,1,0,1,4096,5,166.4386
1,1,1,0,0,0,1,1,0,0,1,1,0,1,512,9,166.7102
1,1,1,0,0,0,1,1,0,0,1,1,0,1,1024,9,166.3162
1,1,1,0,0,0,1,1,0,0,1,1,0,1,2048,9,167.1872
1,1,1,0,0,0,1,1,0,0,1,1,0,1,4096,9,168.7008
1,1,1,0,0,0,1,1,0,0,1,1,1,0,512,1,167.212
1,1,1,0,0,0,1,1,0,0,1,1,1,0,1024,1,165.8734
1,1,1,0,0,0,1,1,0,0,1,1,1,0,2048,1,165.5714
1,1,1,0,0,0,1,1,0,0,1,1,1,0,4096,1,166.2002
1,1,1,0,0,0,1,1,0,0,1,1,1,0,512,5,166.7498
1,1,1,0,0,0,1,1,0,0,1,1,1,0,1024,5,166.9016
1,1,1,0,0,0,1,1,0,0,1,1,1,0,2048,5,165.744
1,1,1,0,0,0,1,1,0,0,1,1,1,0,4096,5,167.4264
1,1,1,0,0,0,1,1,0,0,1,1,1,0,512,9,165.5816
1,1,1,0,0,0,1,1,0,0,1,1,1,0,1024,9,166.7504
1,1,1,0,0,0,1,1,0,0,1,1,1,0,2048,9,166.65
1,1,1,0,0,0,1,1,0,0,1,1,1,0,4096,9,165.7734
1,1,0,1,0,0,0,0,1,0,0,1,0,1,512,0,164.2702
1,1,0,1,0,0,0,0,1,0,0,1,0,1,1024,0,165.6336
1,1,0,1,0,0,0,0,1,0,0,1,0,1,2048,0,168.1924
1,1,0,1,0,0,0,0,1,0,0,1,0,1,4096,0,166.5914
1,1,0,1,0,0,0,0,1,0,0,1,1,0,512,0,166.021
1,1,0,1,0,0,0,0,1,0,0,1,1,0,1024,0,165.1228
1,1,0,1,0,0,0,0,1,0,0,1,1,0,2048,0,165.0952
1,1,0,1,0,0,0,0,1,0,0,1,1,0,4096,0,166.827
1,1,0,1,0,0,0,0,1,0,1,1,0,1,512,0,166.2926
1,1,0,1,0,0,0,0,1,0,1,1,0,1,1024,0,166.0042
1,1,0,1,0,0,0,0,1,0,1,1,0,1,2048,0,166.347
1,1,0,1,0,0,0,0,1,0,1,1,0,1,4096,0,166.5948
