batch_size,conv_1_num_filters,conv_1_filter_size,conv_2_num_filters,conv_2_filter_size,conv_3_num_filters,conv_3_filter_size,log_lr,log_beta_1,log_beta_2,log_epsilon,log_decay,$<aws-theano
0,0,0,1,1,1,0,0,1,0,1,1,58.51035523
0,0,0,1,1,1,0,0,1,1,0,0,58.66160321
0,0,0,1,1,1,0,0,1,1,0,1,58.10183334
0,0,0,1,1,1,0,0,1,1,1,0,59.29541993
0,0,0,1,1,1,0,0,1,1,1,1,58.99710727
0,0,0,1,1,1,0,1,0,0,0,0,59.11384773
0,0,0,1,1,1,0,1,0,0,0,1,58.4048326
0,0,0,1,1,1,0,1,0,0,1,0,58.55507326
0,0,0,1,1,1,0,1,0,0,1,1,58.22510266
0,0,0,1,1,1,0,1,0,1,0,0,59.05579805
0,0,0,1,1,1,0,1,0,1,0,1,59.12827539
0,0,0,1,1,1,0,1,0,1,1,0,59.25793171
0,0,0,1,1,1,0,1,0,1,1,1,59.83802152
0,0,0,1,1,1,0,1,1,0,0,0,58.97344255
0,0,0,1,1,1,0,1,1,0,0,1,58.17985106
0,0,0,1,1,1,0,1,1,0,1,0,59.73306012
0,0,0,1,1,1,0,1,1,0,1,1,59.0642488
0,0,0,1,1,1,0,1,1,1,0,0,59.11841226
0,0,0,1,1,1,0,1,1,1,0,1,58.84162045
0,0,0,1,1,1,0,1,1,1,1,0,58.36605358
0,0,0,1,1,1,0,1,1,1,1,1,59.42848372
0,0,0,1,1,1,1,0,0,0,0,0,107.5262394
0,0,0,1,1,1,1,0,0,0,0,1,107.9436479
0,0,0,1,1,1,1,0,0,0,1,0,107.5666814
0,0,0,1,1,1,1,0,0,0,1,1,106.2352026
0,0,0,1,1,1,1,0,0,1,0,0,106.5361369
0,0,0,1,1,1,1,0,0,1,0,1,105.9221544
0,0,0,1,1,1,1,0,0,1,1,0,104.7682264
0,0,0,1,1,1,1,0,0,1,1,1,104.9757986
0,0,0,1,1,1,1,0,1,0,0,0,105.3801367
0,0,0,1,1,1,1,0,1,0,0,1,105.1046064
0,0,0,1,1,1,1,0,1,0,1,0,105.341315
0,0,0,1,1,1,1,0,1,0,1,1,104.4115846
0,0,0,1,1,1,1,0,1,1,0,0,104.7511802
0,0,0,1,1,1,1,0,1,1,0,1,104.6933653
0,0,0,1,1,1,1,0,1,1,1,0,105.527041
0,0,0,1,1,1,1,0,1,1,1,1,105.3718729
0,0,0,1,1,1,1,1,0,0,0,0,105.2745726
0,0,0,1,1,1,1,1,0,0,0,1,105.4530828
0,0,0,1,1,1,1,1,0,0,1,0,105.1533697
0,0,0,1,1,1,1,1,0,0,1,1,104.435982
0,0,0,1,1,1,1,1,0,1,0,0,104.8729458
0,0,0,1,1,1,1,1,0,1,0,1,104.1136842
0,0,0,1,1,1,1,1,0,1,1,0,104.8732603
0,0,0,1,1,1,1,1,0,1,1,1,109.9737287
0,0,0,1,1,1,1,1,1,0,0,0,105.5619802
0,0,0,1,1,1,1,1,1,0,0,1,106.0135179
0,0,0,1,1,1,1,1,1,0,1,0,105.355844
0,0,0,1,1,1,1,1,1,0,1,1,105.4806907
0,0,0,1,1,1,1,1,1,1,0,0,105.5848138
0,0,0,1,1,1,1,1,1,1,0,1,105.9382772
0,0,0,1,1,1,1,1,1,1,1,0,105.7523377
0,0,0,1,1,1,1,1,1,1,1,1,105.0349133
0,0,1,0,0,0,0,0,0,0,0,0,13.43088675
0,0,1,0,0,0,0,0,0,0,0,1,13.23051167
0,0,1,0,0,0,0,0,0,0,1,0,12.97607636
0,0,1,0,0,0,0,0,0,0,1,1,12.96633196
0,0,1,0,0,0,0,0,0,1,0,0,13.11042523
0,0,1,0,0,0,0,0,0,1,0,1,13.30443549
0,0,1,0,0,0,0,0,0,1,1,0,12.97591281
0,0,1,0,0,0,0,0,0,1,1,1,13.48582911
0,0,1,0,0,0,0,0,1,0,0,0,12.85436511
0,0,1,0,0,0,0,0,1,0,0,1,12.78105354
0,0,1,0,0,0,0,0,1,0,1,0,13.58338809
0,0,1,0,0,0,0,0,1,0,1,1,12.99100733
0,0,1,0,0,0,0,0,1,1,0,0,13.15038753
0,0,1,0,0,0,0,0,1,1,0,1,13.05941033
0,0,1,0,0,0,0,0,1,1,1,0,12.88441086
0,0,1,0,0,0,0,0,1,1,1,1,13.32240391
0,0,1,0,0,0,0,1,0,0,0,0,13.01068497
0,0,1,0,0,0,0,1,0,0,0,1,12.6273272
0,0,1,0,0,0,0,1,0,0,1,0,12.58655572
0,0,1,0,0,0,0,1,0,0,1,1,13.42111683
0,0,1,0,0,0,0,1,0,1,0,0,12.89229012
0,0,1,0,0,0,0,1,0,1,0,1,12.92571783
0,0,1,0,0,0,0,1,0,1,1,0,13.09176135
0,0,1,0,0,0,0,1,0,1,1,1,13.18877673
0,0,1,0,0,0,0,1,1,0,0,0,12.91575575
0,0,1,0,0,0,0,1,1,0,0,1,13.01581931
0,0,1,0,0,0,0,1,1,0,1,0,13.1666379
0,0,1,0,0,0,0,1,1,0,1,1,13.16325426
0,0,1,0,0,0,0,1,1,1,0,0,12.64814639
0,0,1,0,0,0,0,1,1,1,0,1,13.14800048
0,0,1,0,0,0,0,1,1,1,1,0,13.63144779
0,0,1,0,0,0,0,1,1,1,1,1,12.68231821
0,0,1,0,0,0,1,0,0,0,0,0,14.26695895
0,0,1,0,0,0,1,0,0,0,0,1,14.99233222
0,0,1,0,0,0,1,0,0,0,1,0,15.04105377
0,0,1,0,0,0,1,0,0,0,1,1,15.04517508
0,0,1,0,0,0,1,0,0,1,0,0,14.59848237
0,0,1,0,0,0,1,0,0,1,0,1,15.37982678
0,0,1,0,0,0,1,0,0,1,1,0,1.739227057
0,0,1,0,0,0,1,0,0,1,1,1,14.24061942
0,0,1,0,0,0,1,0,1,0,0,0,15.00150037
0,0,1,0,0,0,1,0,1,0,0,1,14.36515856
0,0,1,0,0,0,1,0,1,0,1,0,14.32245445
0,0,1,0,0,0,1,0,1,0,1,1,14.75290632
0,0,1,0,0,0,1,0,1,1,0,0,14.88672805
0,0,1,0,0,0,1,0,1,1,0,1,14.29777431
0,0,1,0,0,0,1,0,1,1,1,0,14.31028032
0,0,1,0,0,0,1,0,1,1,1,1,14.56072688
0,0,1,0,0,0,1,1,0,0,0,0,14.08924484
0,0,1,0,0,0,1,1,0,0,0,1,14.20236826
0,0,1,0,0,0,1,1,0,0,1,0,14.24121046
0,0,1,0,0,0,1,1,0,0,1,1,14.76183367
0,0,1,0,0,0,1,1,0,1,0,0,14.82768369
0,0,1,0,0,0,1,1,0,1,0,1,14.56052732
0,0,1,0,0,0,1,1,0,1,1,0,14.64667058
0,0,1,0,0,0,1,1,0,1,1,1,14.52247071
0,0,1,0,0,0,1,1,1,0,0,0,14.33908057
0,0,1,0,0,0,1,1,1,0,0,1,14.21169043
0,0,1,0,0,0,1,1,1,0,1,0,14.23207355
0,0,1,0,0,0,1,1,1,0,1,1,14.39470243
0,0,1,0,0,0,1,1,1,1,0,0,14.89310074
0,0,1,0,0,0,1,1,1,1,0,1,14.49753189
0,0,1,0,0,0,1,1,1,1,1,0,14.61782241
0,0,1,0,0,0,1,1,1,1,1,1,14.38113332
0,0,1,0,0,1,0,0,0,0,0,0,29.04540682
0,0,1,0,0,1,0,0,0,0,0,1,28.44801068
0,0,1,0,0,1,0,0,0,0,1,0,29.43689728
0,0,1,0,0,1,0,0,0,0,1,1,28.09438777
0,0,1,0,0,1,0,0,0,1,0,0,28.43346453
0,0,1,0,0,1,0,0,0,1,0,1,28.30082583
0,0,1,0,0,1,0,0,0,1,1,0,29.1516757
0,0,1,0,0,1,0,0,0,1,1,1,28.44938874
0,0,1,0,0,1,0,0,1,0,0,0,28.80368876
0,0,1,0,0,1,0,0,1,0,0,1,28.61425066
0,0,1,0,0,1,0,0,1,0,1,0,29.08875966
0,0,1,0,0,1,0,0,1,0,1,1,28.71690655
0,0,1,0,0,1,0,0,1,1,0,0,28.53218222
0,0,1,0,0,1,0,0,1,1,0,1,28.96222544
0,0,1,0,0,1,0,0,1,1,1,0,28.63386798
0,0,1,0,0,1,0,0,1,1,1,1,2.842599154
0,0,1,0,0,1,0,1,0,0,0,0,28.61186409
0,0,1,0,0,1,0,1,0,0,0,1,28.86672163
0,0,1,0,0,1,0,1,0,0,1,0,28.50002027
0,0,1,0,0,1,0,1,0,0,1,1,28.70591521
0,0,1,0,0,1,0,1,0,1,0,0,28.17745376
0,0,1,0,0,1,0,1,0,1,0,1,29.30423093
0,0,1,0,0,1,0,1,0,1,1,0,28.32467628
0,0,1,0,0,1,0,1,0,1,1,1,28.5423665
0,0,1,0,0,1,0,1,1,0,0,0,28.6602025
0,0,1,0,0,1,0,1,1,0,0,1,28.51460838
0,0,1,0,0,1,0,1,1,0,1,0,28.2541151
0,0,1,0,0,1,0,1,1,0,1,1,28.7421639
0,0,1,0,0,1,0,1,1,1,0,0,28.60916996
0,0,1,0,0,1,0,1,1,1,0,1,28.6183641
0,0,1,0,0,1,0,1,1,1,1,0,28.45205665
0,0,1,0,0,1,0,1,1,1,1,1,28.19835019
0,0,1,0,0,1,1,0,0,0,0,0,33.80608058
0,0,1,0,0,1,1,0,0,0,0,1,33.66250324
0,0,1,0,0,1,1,0,0,0,1,0,33.68445826
0,0,1,0,0,1,1,0,0,0,1,1,33.71743464
0,0,1,0,0,1,1,0,0,1,0,0,34.02291179
0,0,1,0,0,1,1,0,0,1,0,1,34.25788808
0,0,1,0,0,1,1,0,0,1,1,0,33.54276681
0,0,1,0,0,1,1,0,0,1,1,1,33.6313436
0,0,1,0,0,1,1,0,1,0,0,0,33.40071201
0,0,1,0,0,1,1,0,1,0,0,1,33.82731533
0,0,1,0,0,1,1,0,1,0,1,0,34.13996768
0,0,1,0,0,1,1,0,1,0,1,1,17.90633154
0,0,1,0,0,1,1,0,1,1,0,0,33.94781899
0,0,1,0,0,1,1,0,1,1,0,1,33.61695552
0,0,1,0,0,1,1,0,1,1,1,0,33.7754302
0,0,1,0,0,1,1,0,1,1,1,1,33.78618264
0,0,1,0,0,1,1,1,0,0,0,0,33.64325619
0,0,1,0,0,1,1,1,0,0,0,1,33.78571701
0,0,1,0,0,1,1,1,0,0,1,0,33.78587627
0,0,1,0,0,1,1,1,0,0,1,1,33.83126688
0,0,1,0,0,1,1,1,0,1,0,0,34.0544796
0,0,1,0,0,1,1,1,0,1,0,1,33.62684917
0,0,1,0,0,1,1,1,0,1,1,0,33.5427916
0,0,1,0,0,1,1,1,0,1,1,1,33.66813564
0,0,1,0,0,1,1,1,1,0,0,0,33.92912436
0,0,1,0,0,1,1,1,1,0,0,1,33.60379148
0,0,1,0,0,1,1,1,1,0,1,0,33.96028614
0,0,1,0,0,1,1,1,1,0,1,1,33.81493163
0,0,1,0,0,1,1,1,1,1,0,0,34.18806648
0,0,1,0,0,1,1,1,1,1,0,1,33.38240981
0,0,1,0,0,1,1,1,1,1,1,0,33.49070692
0,0,1,0,0,1,1,1,1,1,1,1,33.86667776
0,0,1,0,1,0,0,0,0,0,0,0,14.40159273
0,0,1,0,1,0,0,0,0,0,0,1,14.72261262
0,0,1,0,1,0,0,0,0,0,1,0,14.41816425
0,0,1,0,1,0,0,0,0,0,1,1,14.89201236
0,0,1,0,1,0,0,0,0,1,0,0,14.6749258
0,0,1,0,1,0,0,0,0,1,0,1,14.71606064
0,0,1,0,1,0,0,0,0,1,1,0,15.00148892
0,0,1,0,1,0,0,0,0,1,1,1,14.74105024
0,0,1,0,1,0,0,0,1,0,0,0,14.8668468
0,0,1,0,1,0,0,0,1,0,0,1,14.72369266
0,0,1,0,1,0,0,0,1,0,1,0,14.97808051
0,0,1,0,1,0,0,0,1,0,1,1,6.930974722
0,0,1,0,1,0,0,0,1,1,0,0,9.668273687
0,0,1,0,1,0,0,0,1,1,0,1,14.76064229
0,0,1,0,1,0,0,0,1,1,1,0,14.24979281
0,0,1,0,1,0,0,0,1,1,1,1,14.57245803
0,0,1,0,1,0,0,1,0,0,0,0,14.72240949
0,0,1,0,1,0,0,1,0,0,0,1,14.67212653
0,0,1,0,1,0,0,1,0,0,1,0,14.78423548
0,0,1,0,1,0,0,1,0,0,1,1,14.91817904
0,0,1,0,1,0,0,1,0,1,0,0,14.33345342
0,0,1,0,1,0,0,1,0,1,0,1,14.65996027
0,0,1,0,1,0,0,1,0,1,1,0,14.51787376
0,0,1,0,1,0,0,1,0,1,1,1,14.39321017
0,0,1,0,1,0,0,1,1,0,0,0,14.8156476
0,0,1,0,1,0,0,1,1,0,0,1,14.63717055
0,0,1,0,1,0,0,1,1,0,1,0,14.74821782
0,0,1,0,1,0,0,1,1,0,1,1,14.20215392
0,0,1,0,1,0,0,1,1,1,0,0,14.16849804
0,0,1,0,1,0,0,1,1,1,0,1,14.40341997
0,0,1,0,1,0,0,1,1,1,1,0,14.29031014
0,0,1,0,1,0,0,1,1,1,1,1,14.39937019
0,0,1,0,1,0,1,0,0,0,0,0,16.05751324
0,0,1,0,1,0,1,0,0,0,0,1,16.18316031
0,0,1,0,1,0,1,0,0,0,1,0,16.68405104
0,0,1,0,1,0,1,0,0,0,1,1,16.32834125
0,0,1,0,1,0,1,0,0,1,0,0,16.06426883
0,0,1,0,1,0,1,0,0,1,0,1,15.85807633
0,0,1,0,1,0,1,0,0,1,1,0,16.26225019
0,0,1,0,1,0,1,0,0,1,1,1,16.28864121
0,0,1,0,1,0,1,0,1,0,0,0,16.65134335
0,0,1,0,1,0,1,0,1,0,0,1,16.36740851
0,0,1,0,1,0,1,0,1,0,1,0,16.3523612
0,0,1,0,1,0,1,0,1,0,1,1,16.55439067
0,0,1,0,1,0,1,0,1,1,0,0,16.43989825
0,0,1,0,1,0,1,0,1,1,0,1,16.27687693
0,0,1,0,1,0,1,0,1,1,1,0,16.43613315
0,0,1,0,1,0,1,0,1,1,1,1,15.96859026
0,0,1,0,1,0,1,1,0,0,0,0,16.4705658
0,0,1,0,1,0,1,1,0,0,0,1,16.2306428
0,0,1,0,1,0,1,1,0,0,1,0,16.08174372
0,0,1,0,1,0,1,1,0,0,1,1,15.93174744
0,0,1,0,1,0,1,1,0,1,0,0,16.32185626
0,0,1,0,1,0,1,1,0,1,0,1,16.64586639
0,0,1,0,1,0,1,1,0,1,1,0,16.51332116
0,0,1,0,1,0,1,1,0,1,1,1,16.07763314
0,0,1,0,1,0,1,1,1,0,0,0,15.7730577
0,0,1,0,1,0,1,1,1,0,0,1,16.01842022
0,0,1,0,1,0,1,1,1,0,1,0,16.50015211
0,0,1,0,1,0,1,1,1,0,1,1,16.53594255
0,0,1,0,1,0,1,1,1,1,0,0,15.89264846
0,0,1,0,1,0,1,1,1,1,0,1,16.14747596
0,0,1,0,1,0,1,1,1,1,1,0,3.690176725
0,0,1,0,1,0,1,1,1,1,1,1,16.46532607
0,0,1,0,1,1,0,0,0,0,0,0,29.99428749
0,0,1,0,1,1,0,0,0,0,0,1,29.78552127
0,0,1,0,1,1,0,0,0,0,1,0,30.10537815
0,0,1,0,1,1,0,0,0,0,1,1,29.74687767
0,0,1,0,1,1,0,0,0,1,0,0,29.93816257
0,0,1,0,1,1,0,0,0,1,0,1,29.93044257
0,0,1,0,1,1,0,0,0,1,1,0,30.25297117
0,0,1,0,1,1,0,0,0,1,1,1,30.52079368
0,0,1,0,1,1,0,0,1,0,0,0,30.1294539
0,0,1,0,1,1,0,0,1,0,0,1,30.28913188
0,0,1,0,1,1,0,0,1,0,1,0,29.73400426
0,0,1,0,1,1,0,0,1,0,1,1,29.84781218
0,0,1,0,1,1,0,0,1,1,0,0,30.42514968
0,0,1,0,1,1,0,0,1,1,0,1,30.3797183
0,0,1,0,1,1,0,0,1,1,1,0,30.08086443
0,0,1,0,1,1,0,0,1,1,1,1,30.01685548
0,0,1,0,1,1,0,1,0,0,0,0,30.46398473
0,0,1,0,1,1,0,1,0,0,0,1,30.01467252
0,0,1,0,1,1,0,1,0,0,1,0,30.10748124
0,0,1,0,1,1,0,1,0,0,1,1,29.51136041
0,0,1,0,1,1,0,1,0,1,0,0,30.77139401
0,0,1,0,1,1,0,1,0,1,0,1,29.95743394
0,0,1,0,1,1,0,1,0,1,1,0,30.38888717
0,0,1,0,1,1,0,1,0,1,1,1,30.55594873
0,0,1,0,1,1,0,1,1,0,0,0,30.30549884
0,0,1,0,1,1,0,1,1,0,0,1,30.12249494
0,0,1,0,1,1,0,1,1,0,1,0,30.76114964
0,0,1,0,1,1,0,1,1,0,1,1,3.406781912
0,0,1,0,1,1,0,1,1,1,0,0,30.25498843
0,0,1,0,1,1,0,1,1,1,0,1,29.71830535
0,0,1,0,1,1,0,1,1,1,1,0,30.44395709
0,0,1,0,1,1,0,1,1,1,1,1,29.93474078
0,0,1,0,1,1,1,0,0,0,0,0,35.34368992
0,0,1,0,1,1,1,0,0,0,0,1,35.74925542
0,0,1,0,1,1,1,0,0,0,1,0,35.17375016
0,0,1,0,1,1,1,0,0,0,1,1,35.40857983
0,0,1,0,1,1,1,0,0,1,0,0,34.90831494
0,0,1,0,1,1,1,0,0,1,0,1,35.60027385
0,0,1,0,1,1,1,0,0,1,1,0,35.56372857
0,0,1,0,1,1,1,0,0,1,1,1,34.93919635
0,0,1,0,1,1,1,0,1,0,0,0,35.46138954
0,0,1,0,1,1,1,0,1,0,0,1,35.77452898
0,0,1,0,1,1,1,0,1,0,1,0,34.89235282
0,0,1,0,1,1,1,0,1,0,1,1,35.28370643
0,0,1,0,1,1,1,0,1,1,0,0,35.57790256
0,0,1,0,1,1,1,0,1,1,0,1,35.28771996
0,0,1,0,1,1,1,0,1,1,1,0,35.03614688
0,0,1,0,1,1,1,0,1,1,1,1,35.27565336
0,0,1,0,1,1,1,1,0,0,0,0,3.08555007
0,0,1,0,1,1,1,1,0,0,0,1,34.98732615
0,0,1,0,1,1,1,1,0,0,1,0,3.172208071
0,0,1,0,1,1,1,1,0,0,1,1,35.00616717
0,0,1,0,1,1,1,1,0,1,0,0,35.11855149
0,0,1,0,1,1,1,1,0,1,0,1,34.93106699
0,0,1,0,1,1,1,1,0,1,1,0,35.27897334
0,0,1,0,1,1,1,1,0,1,1,1,35.75522065
0,0,1,0,1,1,1,1,1,0,0,0,35.12648535
0,0,1,0,1,1,1,1,1,0,0,1,35.43850064
0,0,1,0,1,1,1,1,1,0,1,0,35.25259209
0,0,1,0,1,1,1,1,1,0,1,1,35.38849568
0,0,1,0,1,1,1,1,1,1,0,0,34.99079347
0,0,1,0,1,1,1,1,1,1,0,1,35.88699007
0,0,1,0,1,1,1,1,1,1,1,0,35.27821064
0,0,1,0,1,1,1,1,1,1,1,1,34.52642322
0,0,1,1,0,0,0,0,0,0,0,0,30.88835096
0,0,1,1,0,0,0,0,0,0,0,1,31.49339175
0,0,1,1,0,0,0,0,0,0,1,0,31.47597766
0,0,1,1,0,0,0,0,0,0,1,1,32.18178964
0,0,1,1,0,0,0,0,0,1,0,0,31.87253499
0,0,1,1,0,0,0,0,0,1,0,1,31.96599507
0,0,1,1,0,0,0,0,0,1,1,0,32.03370786
0,0,1,1,0,0,0,0,0,1,1,1,32.48249173
0,0,1,1,0,0,0,0,1,0,0,0,31.83621264
0,0,1,1,0,0,0,0,1,0,0,1,31.52748919
0,0,1,1,0,0,0,0,1,0,1,0,31.67299867
0,0,1,1,0,0,0,0,1,0,1,1,31.57470226
0,0,1,1,0,0,0,0,1,1,0,0,31.32471013
0,0,1,1,0,0,0,0,1,1,0,1,31.56355333
0,0,1,1,0,0,0,0,1,1,1,0,32.19431138
0,0,1,1,0,0,0,0,1,1,1,1,31.40453076
0,0,1,1,0,0,0,1,0,0,0,0,31.88992453
0,0,1,1,0,0,0,1,0,0,0,1,32.25462961
0,0,1,1,0,0,0,1,0,0,1,0,32.14212179
0,0,1,1,0,0,0,1,0,0,1,1,31.25465846
0,0,1,1,0,0,0,1,0,1,0,0,31.79300714
0,0,1,1,0,0,0,1,0,1,0,1,32.22459459
0,0,1,1,0,0,0,1,0,1,1,0,32.49669576
0,0,1,1,0,0,0,1,0,1,1,1,31.71855116
0,0,1,1,0,0,0,1,1,0,0,0,31.70779896
0,0,1,1,0,0,0,1,1,0,0,1,31.68335366
0,0,1,1,0,0,0,1,1,0,1,0,32.11741233
0,0,1,1,0,0,0,1,1,0,1,1,32.08013058
0,0,1,1,0,0,0,1,1,1,0,0,31.63791227
0,0,1,1,0,0,0,1,1,1,0,1,31.45010877
0,0,1,1,0,0,0,1,1,1,1,0,31.76430058
0,0,1,1,0,0,0,1,1,1,1,1,31.34954977
0,0,1,1,0,0,1,0,0,0,0,0,45.90589571
0,0,1,1,0,0,1,0,0,0,0,1,45.99135494
0,0,1,1,0,0,1,0,0,0,1,0,46.02148199
0,0,1,1,0,0,1,0,0,0,1,1,46.99231911
0,0,1,1,0,0,1,0,0,1,0,0,46.09906483
0,0,1,1,0,0,1,0,0,1,0,1,46.87591028
0,0,1,1,0,0,1,0,0,1,1,0,47.59702516
0,0,1,1,0,0,1,0,0,1,1,1,46.68597317
0,0,1,1,0,0,1,0,1,0,0,0,46.50148749
0,0,1,1,0,0,1,0,1,0,0,1,46.11281228
0,0,1,1,0,0,1,0,1,0,1,0,45.64740276
0,0,1,1,0,0,1,0,1,0,1,1,46.40674734
0,0,1,1,0,0,1,0,1,1,0,0,46.05893946
0,0,1,1,0,0,1,0,1,1,0,1,46.51068735
0,0,1,1,0,0,1,0,1,1,1,0,45.78943348
0,0,1,1,0,0,1,0,1,1,1,1,46.15972304
0,0,1,1,0,0,1,1,0,0,0,0,45.94422221
0,0,1,1,0,0,1,1,0,0,0,1,47.24325275
0,0,1,1,0,0,1,1,0,0,1,0,45.62041926
0,0,1,1,0,0,1,1,0,0,1,1,46.2191782
0,0,1,1,0,0,1,1,0,1,0,0,46.40956807
0,0,1,1,0,0,1,1,0,1,0,1,46.29095864
0,0,1,1,0,0,1,1,0,1,1,0,45.93053174
0,0,1,1,0,0,1,1,0,1,1,1,46.47716308
0,0,1,1,0,0,1,1,1,0,0,0,46.05132151
0,0,1,1,0,0,1,1,1,0,0,1,46.58314204
0,0,1,1,0,0,1,1,1,0,1,0,46.5446806
0,0,1,1,0,0,1,1,1,0,1,1,46.14369869
0,0,1,1,0,0,1,1,1,1,0,0,46.70040941
0,0,1,1,0,0,1,1,1,1,0,1,46.0348115
0,0,1,1,0,0,1,1,1,1,1,0,46.12083292
0,0,1,1,0,0,1,1,1,1,1,1,46.77700496
0,0,1,1,0,1,0,0,0,0,0,0,53.52952433
0,0,1,1,0,1,0,0,0,0,0,1,53.38713431
0,0,1,1,0,1,0,0,0,0,1,0,53.28371191
0,0,1,1,0,1,0,0,0,0,1,1,53.32349992
0,0,1,1,0,1,0,0,0,1,0,0,52.94990849
0,0,1,1,0,1,0,0,0,1,0,1,53.7179265
0,0,1,1,0,1,0,0,0,1,1,0,53.78089213
0,0,1,1,0,1,0,0,0,1,1,1,53.29747605
0,0,1,1,0,1,0,0,1,0,0,0,53.48071885
0,0,1,1,0,1,0,0,1,0,0,1,52.64777493
0,0,1,1,0,1,0,0,1,0,1,0,53.21427011
0,0,1,1,0,1,0,0,1,0,1,1,5.130032301
0,0,1,1,0,1,0,0,1,1,0,0,54.31794667
0,0,1,1,0,1,0,0,1,1,0,1,53.11770129
0,0,1,1,0,1,0,0,1,1,1,0,53.4308207
0,0,1,1,0,1,0,0,1,1,1,1,52.94877219
0,0,1,1,0,1,0,1,0,0,0,0,53.8706615
0,0,1,1,0,1,0,1,0,0,0,1,53.71886373
0,0,1,1,0,1,0,1,0,0,1,0,52.94088101
0,0,1,1,0,1,0,1,0,0,1,1,53.78927159
0,0,1,1,0,1,0,1,0,1,0,0,52.96909022
0,0,1,1,0,1,0,1,0,1,0,1,54.35700798
0,0,1,1,0,1,0,1,0,1,1,0,53.24946237
0,0,1,1,0,1,0,1,0,1,1,1,52.57312202
0,0,1,1,0,1,0,1,1,0,0,0,53.40822434
0,0,1,1,0,1,0,1,1,0,0,1,54.0373199
0,0,1,1,0,1,0,1,1,0,1,0,53.09251213
0,0,1,1,0,1,0,1,1,0,1,1,52.81151032
0,0,1,1,0,1,0,1,1,1,0,0,55.19680905
0,0,1,1,0,1,0,1,1,1,0,1,53.66833305
0,0,1,1,0,1,0,1,1,1,1,0,53.34350538
0,0,1,1,0,1,0,1,1,1,1,1,54.02623081
0,0,1,1,0,1,1,0,0,0,0,0,99.95787477
0,0,1,1,0,1,1,0,0,0,0,1,98.89940214
0,0,1,1,0,1,1,0,0,0,1,0,99.51130843
0,0,1,1,0,1,1,0,0,0,1,1,100.1040454
0,0,1,1,0,1,1,0,0,1,0,0,99.78907323
0,0,1,1,0,1,1,0,0,1,0,1,99.77990365
0,0,1,1,0,1,1,0,0,1,1,0,99.30991793
0,0,1,1,0,1,1,0,0,1,1,1,99.70831084
0,0,1,1,0,1,1,0,1,0,0,0,99.58326054
0,0,1,1,0,1,1,0,1,0,0,1,99.87856483
0,0,1,1,0,1,1,0,1,0,1,0,99.25520849
0,0,1,1,0,1,1,0,1,0,1,1,98.50547647
0,0,1,1,0,1,1,0,1,1,0,0,99.36396956
0,0,1,1,0,1,1,0,1,1,0,1,99.41292095
0,0,1,1,0,1,1,0,1,1,1,0,99.28186083
0,0,1,1,0,1,1,0,1,1,1,1,99.89545107
0,0,1,1,0,1,1,1,0,0,0,0,99.88440871
0,0,1,1,0,1,1,1,0,0,0,1,99.75098348
0,0,1,1,0,1,1,1,0,0,1,0,99.75113058
0,0,1,1,0,1,1,1,0,0,1,1,100.4193876
0,0,1,1,0,1,1,1,0,1,0,0,99.52175546
0,0,1,1,0,1,1,1,0,1,0,1,99.18314123
0,0,1,1,0,1,1,1,0,1,1,0,99.89944768
0,0,1,1,0,1,1,1,0,1,1,1,99.53031158
0,0,1,1,0,1,1,1,1,0,0,0,99.04462576
0,0,1,1,0,1,1,1,1,0,0,1,99.22179627
0,0,1,1,0,1,1,1,1,0,1,0,99.75834417
0,0,1,1,0,1,1,1,1,0,1,1,100.6394091
0,0,1,1,0,1,1,1,1,1,0,0,99.85619593
0,0,1,1,0,1,1,1,1,1,0,1,99.67273355
0,0,1,1,0,1,1,1,1,1,1,0,99.82072306
0,0,1,1,0,1,1,1,1,1,1,1,99.17516208
0,0,1,1,1,0,0,0,0,0,0,0,36.61278939
0,0,1,1,1,0,0,0,0,0,0,1,36.83163738
0,0,1,1,1,0,0,0,0,0,1,0,37.17270899
0,0,1,1,1,0,0,0,0,0,1,1,36.85730529
0,0,1,1,1,0,0,0,0,1,0,0,37.5795207
0,0,1,1,1,0,0,0,0,1,0,1,37.22761846
0,0,1,1,1,0,0,0,0,1,1,0,36.25358558
0,0,1,1,1,0,0,0,0,1,1,1,23.88580179
0,0,1,1,1,0,0,0,1,0,0,0,36.79490876
0,0,1,1,1,0,0,0,1,0,0,1,36.9738183
0,0,1,1,1,0,0,0,1,0,1,0,36.8379612
0,0,1,1,1,0,0,0,1,0,1,1,36.86062694
0,0,1,1,1,0,0,0,1,1,0,0,36.67635655
0,0,1,1,1,0,0,0,1,1,0,1,36.82132864
0,0,1,1,1,0,0,0,1,1,1,0,36.91249275
0,0,1,1,1,0,0,0,1,1,1,1,36.78523445
0,0,1,1,1,0,0,1,0,0,0,0,37.44806743
0,0,1,1,1,0,0,1,0,0,0,1,36.74772501
0,0,1,1,1,0,0,1,0,0,1,0,36.82747006
0,0,1,1,1,0,0,1,0,0,1,1,36.99131465
0,0,1,1,1,0,0,1,0,1,0,0,36.64827299
0,0,1,1,1,0,0,1,0,1,0,1,37.25420403
0,0,1,1,1,0,0,1,0,1,1,0,36.97272468
0,0,1,1,1,0,0,1,0,1,1,1,36.61669469
0,0,1,1,1,0,0,1,1,0,0,0,37.1446116
0,0,1,1,1,0,0,1,1,0,0,1,37.61386418
