journal,nojournal,journalCompression,journalCompressionSnappy,journalCompressionZlib,ssl,networkCompression,networkCompressionSnappy,networkCompressionZlib,wireObjectCheck,dataCompression,dataCompressionSnappy,dataCompressionZlib,indexPrefixCompression,journalCommitInterval,cacheSize,$<performance
1,0,1,1,0,0,1,0,1,1,0,0,0,0,500,1.024,261322.6
1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,2.048,258554
1,0,1,1,0,0,1,0,1,1,0,0,0,0,10,2.048,260456.4
1,0,1,1,0,0,1,0,1,1,0,0,0,0,50,2.048,259514.8
1,0,1,1,0,0,1,0,1,1,0,0,0,0,100,2.048,261350.8
1,0,1,1,0,0,1,0,1,1,0,0,0,0,200,2.048,258685.2
1,0,1,1,0,0,1,0,1,1,0,0,0,0,500,2.048,263003.6
1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,4.096,268139.8
1,0,1,1,0,0,1,0,1,1,0,0,0,0,10,4.096,262738.6
1,0,1,1,0,0,1,0,1,1,0,0,0,0,50,4.096,257146.6
1,0,1,1,0,0,1,0,1,1,0,0,0,0,100,4.096,258741.4
1,0,1,1,0,0,1,0,1,1,0,0,0,0,200,4.096,255890
1,0,1,1,0,0,1,0,1,1,0,0,0,0,500,4.096,259403.2
1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.256,330501.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,10,0.256,327153
1,0,1,1,0,1,1,0,1,1,0,0,0,0,50,0.256,330386.8
1,0,1,1,0,1,1,0,1,1,0,0,0,0,100,0.256,327341.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,200,0.256,327856.6
1,0,1,1,0,1,1,0,1,1,0,0,0,0,500,0.256,327616.2
1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.512,336219.8
1,0,1,1,0,1,1,0,1,1,0,0,0,0,10,0.512,332272.8
1,0,1,1,0,1,1,0,1,1,0,0,0,0,50,0.512,329975.2
1,0,1,1,0,1,1,0,1,1,0,0,0,0,100,0.512,334736
1,0,1,1,0,1,1,0,1,1,0,0,0,0,200,0.512,325292.6
1,0,1,1,0,1,1,0,1,1,0,0,0,0,500,0.512,332274
1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1.024,331107.2
1,0,1,1,0,1,1,0,1,1,0,0,0,0,10,1.024,329226.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,50,1.024,330590
1,0,1,1,0,1,1,0,1,1,0,0,0,0,100,1.024,328647
1,0,1,1,0,1,1,0,1,1,0,0,0,0,200,1.024,325630.8
1,0,1,1,0,1,1,0,1,1,0,0,0,0,500,1.024,325213.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,2.048,331759.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,10,2.048,335865
1,0,1,1,0,1,1,0,1,1,0,0,0,0,50,2.048,334160.6
1,0,1,1,0,1,1,0,1,1,0,0,0,0,100,2.048,329288
1,0,1,1,0,1,1,0,1,1,0,0,0,0,200,2.048,332933
1,0,1,1,0,1,1,0,1,1,0,0,0,0,500,2.048,329487.8
1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,4.096,335260.2
1,0,1,1,0,1,1,0,1,1,0,0,0,0,10,4.096,331873.6
1,0,1,1,0,1,1,0,1,1,0,0,0,0,50,4.096,331098.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,100,4.096,328676.2
1,0,1,1,0,1,1,0,1,1,0,0,0,0,200,4.096,330477.4
1,0,1,1,0,1,1,0,1,1,0,0,0,0,500,4.096,341753.2
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0.256,264805.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,10,0.256,259249.2
1,0,1,1,0,0,1,0,1,1,0,0,0,1,50,0.256,257875.2
1,0,1,1,0,0,1,0,1,1,0,0,0,1,100,0.256,260315.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,200,0.256,261354.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,500,0.256,260247.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0.512,254977.8
1,0,1,1,0,0,1,0,1,1,0,0,0,1,10,0.512,259649.2
1,0,1,1,0,0,1,0,1,1,0,0,0,1,50,0.512,259097.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,100,0.512,262217.8
1,0,1,1,0,0,1,0,1,1,0,0,0,1,200,0.512,258360.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,500,0.512,262191.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1.024,268190.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,10,1.024,255692.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,50,1.024,259509.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,100,1.024,260859.8
1,0,1,1,0,0,1,0,1,1,0,0,0,1,200,1.024,262763.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,500,1.024,261288
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,2.048,259197.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,10,2.048,259216.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,50,2.048,258602.2
1,0,1,1,0,0,1,0,1,1,0,0,0,1,100,2.048,256979.6
1,0,1,1,0,0,1,0,1,1,0,0,0,1,200,2.048,263016.2
1,0,1,1,0,0,1,0,1,1,0,0,0,1,500,2.048,260786.8
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,4.096,264540.8
1,0,1,1,0,0,1,0,1,1,0,0,0,1,10,4.096,260886.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,50,4.096,263901.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,100,4.096,261075.4
1,0,1,1,0,0,1,0,1,1,0,0,0,1,200,4.096,263930
1,0,1,1,0,0,1,0,1,1,0,0,0,1,500,4.096,256270.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0.256,329678.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,10,0.256,333870.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,50,0.256,328635
1,0,1,1,0,1,1,0,1,1,0,0,0,1,100,0.256,330253.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,200,0.256,335696.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,500,0.256,328516.8
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0.512,334088.8
1,0,1,1,0,1,1,0,1,1,0,0,0,1,10,0.512,330920.4
1,0,1,1,0,1,1,0,1,1,0,0,0,1,50,0.512,328973.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,100,0.512,326192.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,200,0.512,331434.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,500,0.512,325913.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1.024,331358.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,10,1.024,333369
1,0,1,1,0,1,1,0,1,1,0,0,0,1,50,1.024,327157.4
1,0,1,1,0,1,1,0,1,1,0,0,0,1,100,1.024,331321.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,200,1.024,327131.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,500,1.024,327395
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,2.048,335550.8
1,0,1,1,0,1,1,0,1,1,0,0,0,1,10,2.048,327115.8
1,0,1,1,0,1,1,0,1,1,0,0,0,1,50,2.048,330412.8
1,0,1,1,0,1,1,0,1,1,0,0,0,1,100,2.048,329766
1,0,1,1,0,1,1,0,1,1,0,0,0,1,200,2.048,329586.8
1,0,1,1,0,1,1,0,1,1,0,0,0,1,500,2.048,333724.2
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,4.096,330852.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,10,4.096,330268.4
1,0,1,1,0,1,1,0,1,1,0,0,0,1,50,4.096,332070.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,100,4.096,331213
1,0,1,1,0,1,1,0,1,1,0,0,0,1,200,4.096,332900.6
1,0,1,1,0,1,1,0,1,1,0,0,0,1,500,4.096,329096.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.256,257825.6
1,0,1,0,1,0,1,0,1,0,0,0,0,0,10,0.256,256489.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,50,0.256,255594.6
1,0,1,0,1,0,1,0,1,0,0,0,0,0,100,0.256,257858
1,0,1,0,1,0,1,0,1,0,0,0,0,0,200,0.256,259006.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,500,0.256,256570.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.512,262131.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,10,0.512,252545.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,50,0.512,257080
1,0,1,0,1,0,1,0,1,0,0,0,0,0,100,0.512,257142.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,200,0.512,257511.4
1,0,1,0,1,0,1,0,1,0,0,0,0,0,500,0.512,257535.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1.024,262222
1,0,1,0,1,0,1,0,1,0,0,0,0,0,10,1.024,255772.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,50,1.024,259889.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,100,1.024,259167.6
1,0,1,0,1,0,1,0,1,0,0,0,0,0,200,1.024,256213.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,500,1.024,255117.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2.048,260117.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,10,2.048,257557.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,50,2.048,258036.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,100,2.048,259774
1,0,1,0,1,0,1,0,1,0,0,0,0,0,200,2.048,254449.4
1,0,1,0,1,0,1,0,1,0,0,0,0,0,500,2.048,258909.8
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4.096,258594.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,10,4.096,259474.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,50,4.096,256639.4
1,0,1,0,1,0,1,0,1,0,0,0,0,0,100,4.096,257567
1,0,1,0,1,0,1,0,1,0,0,0,0,0,200,4.096,257200.2
1,0,1,0,1,0,1,0,1,0,0,0,0,0,500,4.096,258206.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.256,256149.4
1,0,1,0,1,0,1,0,1,0,0,0,0,1,10,0.256,258819.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,50,0.256,256531.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,100,0.256,256208.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,200,0.256,255304.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,500,0.256,261041
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.512,254974.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,10,0.512,259971.4
1,0,1,0,1,0,1,0,1,0,0,0,0,1,50,0.512,252837
1,0,1,0,1,0,1,0,1,0,0,0,0,1,100,0.512,257115.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,200,0.512,255768.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,500,0.512,257033.8
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1.024,262445.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,10,1.024,258781
1,0,1,0,1,0,1,0,1,0,0,0,0,1,50,1.024,256508
1,0,1,0,1,0,1,0,1,0,0,0,0,1,100,1.024,259826.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,200,1.024,249469.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,500,1.024,258185.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,2.048,263656.8
1,0,1,0,1,0,1,0,1,0,0,0,0,1,10,2.048,258860.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,50,2.048,261372
1,0,1,0,1,0,1,0,1,0,0,0,0,1,100,2.048,257873.8
1,0,1,0,1,0,1,0,1,0,0,0,0,1,200,2.048,260468.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,500,2.048,257948.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,4.096,259845.6
1,0,1,0,1,0,1,0,1,0,0,0,0,1,10,4.096,257399.8
1,0,1,0,1,0,1,0,1,0,0,0,0,1,50,4.096,254963.8
1,0,1,0,1,0,1,0,1,0,0,0,0,1,100,4.096,259815.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,200,4.096,259777.2
1,0,1,0,1,0,1,0,1,0,0,0,0,1,500,4.096,253989.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0.256,265549.6
1,0,1,0,1,0,1,0,1,1,0,0,0,0,10,0.256,263181.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,50,0.256,259815.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,100,0.256,260983
1,0,1,0,1,0,1,0,1,1,0,0,0,0,200,0.256,264779
1,0,1,0,1,0,1,0,1,1,0,0,0,0,500,0.256,262194.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0.512,266720.6
1,0,1,0,1,0,1,0,1,1,0,0,0,0,10,0.512,259679
1,0,1,0,1,0,1,0,1,1,0,0,0,0,50,0.512,261305.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,100,0.512,261471.6
1,0,1,0,1,0,1,0,1,1,0,0,0,0,200,0.512,259357.6
1,0,1,0,1,0,1,0,1,1,0,0,0,0,500,0.512,263348.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1.024,261277.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,10,1.024,263674.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,50,1.024,258551
1,0,1,0,1,0,1,0,1,1,0,0,0,0,100,1.024,262121
1,0,1,0,1,0,1,0,1,1,0,0,0,0,200,1.024,262471.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,500,1.024,262248
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,2.048,262540.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,10,2.048,264111
1,0,1,0,1,0,1,0,1,1,0,0,0,0,50,2.048,258943.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,100,2.048,262893.8
1,0,1,0,1,0,1,0,1,1,0,0,0,0,200,2.048,262182.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,500,2.048,263110.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,4.096,267062.2
1,0,1,0,1,0,1,0,1,1,0,0,0,0,10,4.096,262642.4
1,0,1,0,1,0,1,0,1,1,0,0,0,0,50,4.096,260125.8
1,0,1,0,1,0,1,0,1,1,0,0,0,0,100,4.096,258489.6
1,0,1,0,1,0,1,0,1,1,0,0,0,0,200,4.096,259321
1,0,1,0,1,0,1,0,1,1,0,0,0,0,500,4.096,266523.2
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0.256,264097.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,10,0.256,264794.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,50,0.256,259589
1,0,1,0,1,0,1,0,1,1,0,0,0,1,100,0.256,261422.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,200,0.256,264117.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,500,0.256,262099.6
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0.512,257188.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,10,0.512,259379.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,50,0.512,256471.2
1,0,1,0,1,0,1,0,1,1,0,0,0,1,100,0.512,261371.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,200,0.512,255967
1,0,1,0,1,0,1,0,1,1,0,0,0,1,500,0.512,258730.6
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1.024,264371
1,0,1,0,1,0,1,0,1,1,0,0,0,1,10,1.024,260903.2
1,0,1,0,1,0,1,0,1,1,0,0,0,1,50,1.024,260336
1,0,1,0,1,0,1,0,1,1,0,0,0,1,100,1.024,259901.6
1,0,1,0,1,0,1,0,1,1,0,0,0,1,200,1.024,262156.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,500,1.024,261030.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,2.048,252572
1,0,1,0,1,0,1,0,1,1,0,0,0,1,10,2.048,262530.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,50,2.048,259949.2
1,0,1,0,1,0,1,0,1,1,0,0,0,1,100,2.048,258135.6
1,0,1,0,1,0,1,0,1,1,0,0,0,1,200,2.048,267199
1,0,1,0,1,0,1,0,1,1,0,0,0,1,500,2.048,258380
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,4.096,260641.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,10,4.096,259518.6
1,0,1,0,1,0,1,0,1,1,0,0,0,1,50,4.096,261232.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,100,4.096,260069.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,200,4.096,262088.4
1,0,1,0,1,0,1,0,1,1,0,0,0,1,500,4.096,262323.4
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0.256,338819
1,0,1,0,1,1,1,0,1,0,0,0,0,0,10,0.256,336495.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,50,0.256,329879.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,100,0.256,331486.4
1,0,1,0,1,1,1,0,1,0,0,0,0,0,200,0.256,329550
1,0,1,0,1,1,1,0,1,0,0,0,0,0,500,0.256,332626.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0.512,330090.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,10,0.512,329640.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,50,0.512,332653
1,0,1,0,1,1,1,0,1,0,0,0,0,0,100,0.512,334150.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,200,0.512,334140.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,500,0.512,330065.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1.024,334202
1,0,1,0,1,1,1,0,1,0,0,0,0,0,10,1.024,330703.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,50,1.024,327496.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,100,1.024,326350.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,200,1.024,329669.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,500,1.024,332958.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,2.048,332070.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,10,2.048,329988.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,50,2.048,332747.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,100,2.048,330413.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,200,2.048,331863.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,500,2.048,328557.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,4.096,338027.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,10,4.096,331604.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,50,4.096,332378.2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,100,4.096,334006.6
1,0,1,0,1,1,1,0,1,0,0,0,0,0,200,4.096,331487.8
1,0,1,0,1,1,1,0,1,0,0,0,0,0,500,4.096,328911.4
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0.256,336401.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,10,0.256,333278.4
1,0,1,0,1,1,1,0,1,1,0,0,0,0,50,0.256,334952
1,0,1,0,1,1,1,0,1,1,0,0,0,0,100,0.256,332825
1,0,1,0,1,1,1,0,1,1,0,0,0,0,200,0.256,331006.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,500,0.256,334150.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0.512,331451
1,0,1,0,1,1,1,0,1,1,0,0,0,0,10,0.512,330410.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,50,0.512,334538.6
1,0,1,0,1,1,1,0,1,1,0,0,0,0,100,0.512,331898.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,200,0.512,331077.4
1,0,1,0,1,1,1,0,1,1,0,0,0,0,500,0.512,330048.4
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1.024,333855.6
1,0,1,0,1,1,1,0,1,1,0,0,0,0,10,1.024,322832.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,50,1.024,330061.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,100,1.024,330403
1,0,1,0,1,1,1,0,1,1,0,0,0,0,200,1.024,333770.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,500,1.024,334476
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,2.048,332130
1,0,1,0,1,1,1,0,1,1,0,0,0,0,10,2.048,336517.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,50,2.048,334699.8
1,0,1,0,1,1,1,0,1,1,0,0,0,0,100,2.048,335904.4
1,0,1,0,1,1,1,0,1,1,0,0,0,0,200,2.048,328190.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,500,2.048,330614.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,4.096,334394.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,10,4.096,340430
1,0,1,0,1,1,1,0,1,1,0,0,0,0,50,4.096,334309.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,100,4.096,331777
1,0,1,0,1,1,1,0,1,1,0,0,0,0,200,4.096,335622.2
1,0,1,0,1,1,1,0,1,1,0,0,0,0,500,4.096,332803.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0.256,329043.2
1,0,1,0,1,1,1,0,1,0,0,0,0,1,10,0.256,328320.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,50,0.256,328120.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,100,0.256,331069.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,200,0.256,330764.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,500,0.256,326710.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0.512,332633.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,10,0.512,327775.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,50,0.512,330991
1,0,1,0,1,1,1,0,1,0,0,0,0,1,100,0.512,326915
1,0,1,0,1,1,1,0,1,0,0,0,0,1,200,0.512,329488.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,500,0.512,332110.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1.024,331396.2
1,0,1,0,1,1,1,0,1,0,0,0,0,1,10,1.024,331965.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,50,1.024,332821.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,100,1.024,329678.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,200,1.024,330887.2
1,0,1,0,1,1,1,0,1,0,0,0,0,1,500,1.024,332685.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,2.048,335814.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,10,2.048,331174.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,50,2.048,331494.4
1,0,1,0,1,1,1,0,1,0,0,0,0,1,100,2.048,335245.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,200,2.048,332521.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,500,2.048,328563
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,4.096,330554
1,0,1,0,1,1,1,0,1,0,0,0,0,1,10,4.096,325248.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,50,4.096,334510
1,0,1,0,1,1,1,0,1,0,0,0,0,1,100,4.096,328620.6
1,0,1,0,1,1,1,0,1,0,0,0,0,1,200,4.096,333180.8
1,0,1,0,1,1,1,0,1,0,0,0,0,1,500,4.096,332256.6
1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0.256,339005.6
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10,0.256,333508
1,0,1,0,1,1,1,0,1,1,0,0,0,1,50,0.256,329743.2
1,0,1,0,1,1,1,0,1,1,0,0,0,1,100,0.256,334767.6
1,0,1,0,1,1,1,0,1,1,0,0,0,1,200,0.256,332803
1,0,1,0,1,1,1,0,1,1,0,0,0,1,500,0.256,332180.4
1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0.512,333485
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10,0.512,334450.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,50,0.512,331831
1,0,1,0,1,1,1,0,1,1,0,0,0,1,100,0.512,330260.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,200,0.512,331724.4
1,0,1,0,1,1,1,0,1,1,0,0,0,1,500,0.512,334785.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1.024,332178.4
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10,1.024,332952.4
1,0,1,0,1,1,1,0,1,1,0,0,0,1,50,1.024,331530.4
1,0,1,0,1,1,1,0,1,1,0,0,0,1,100,1.024,332072.6
1,0,1,0,1,1,1,0,1,1,0,0,0,1,200,1.024,328153.2
1,0,1,0,1,1,1,0,1,1,0,0,0,1,500,1.024,334358.6
1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,2.048,333920
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10,2.048,334255.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,50,2.048,329224
1,0,1,0,1,1,1,0,1,1,0,0,0,1,100,2.048,334748.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,200,2.048,326072.2
1,0,1,0,1,1,1,0,1,1,0,0,0,1,500,2.048,330329.2
1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,4.096,327258
1,0,1,0,1,1,1,0,1,1,0,0,0,1,10,4.096,334179.4
1,0,1,0,1,1,1,0,1,1,0,0,0,1,50,4.096,330099.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,100,4.096,333697.8
1,0,1,0,1,1,1,0,1,1,0,0,0,1,200,4.096,333694.6
1,0,1,0,1,1,1,0,1,1,0,0,0,1,500,4.096,335892.8
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0.256,214998.6
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0.512,215751
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1.024,213599.8
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2.048,210831.2
0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4.096,210991.6
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0.256,282718.6
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0.512,287805.8
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1.024,284405.6
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2.048,286351
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,4.096,278156.6
0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0.256,212515.8
0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0.512,213421.2
0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1.024,217217
0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,2.048,211084
0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,4.096,214265.6
0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0.256,287231.6
