root,opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,opt_unroll,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,$<performance
1,1,0,0,0,0,3,0,3,64,16,0,6826.6
1,1,0,0,0,0,4,0,3,64,16,0,7256
1,1,0,0,0,0,1,0,4,64,16,0,6978
1,1,0,0,0,0,2,0,4,64,16,0,6820.2
1,1,0,0,0,0,3,0,4,64,16,0,7011.8
1,1,0,0,0,0,4,0,4,64,16,0,6822.2
1,1,0,0,0,0,1,0,1,128,16,0,6465.6
1,1,0,0,0,0,2,0,1,128,16,0,6401.6
1,1,0,0,0,0,3,0,1,128,16,0,6138.8
1,1,0,0,0,0,4,0,1,128,16,0,6514.2
1,1,0,0,0,0,1,0,2,128,16,0,6251
1,1,0,0,0,0,2,0,2,128,16,0,6164.4
1,1,0,0,0,0,3,0,2,128,16,0,6159
1,1,0,0,0,0,4,0,2,128,16,0,6143.4
1,1,0,0,0,0,1,0,3,128,16,0,6399.4
1,1,0,0,0,0,2,0,3,128,16,0,6499.8
1,1,0,0,0,0,3,0,3,128,16,0,6171
1,1,0,0,0,0,4,0,3,128,16,0,6401.6
1,1,0,0,0,0,1,0,4,128,16,0,6308.2
1,1,0,0,0,0,2,0,4,128,16,0,6185.4
1,1,0,0,0,0,3,0,4,128,16,0,6250
1,1,0,0,0,0,4,0,4,128,16,0,6162.2
1,1,0,0,0,0,1,0,1,0,20,0,5281
1,1,0,0,0,0,2,0,1,0,20,0,5202
1,1,0,0,0,0,3,0,1,0,20,0,5185
1,1,0,0,0,0,4,0,1,0,20,0,5185.2
1,1,0,0,0,0,1,0,2,0,20,0,5291.2
1,1,0,0,0,0,2,0,2,0,20,0,5196.8
1,1,0,0,0,0,3,0,2,0,20,0,5195.8
1,1,0,0,0,0,4,0,2,0,20,0,5194.8
1,1,0,0,0,0,1,0,3,0,20,0,5328.2
1,1,0,0,0,0,2,0,3,0,20,0,5266.8
1,1,0,0,0,0,3,0,3,0,20,0,5244.2
1,1,0,0,0,0,4,0,3,0,20,0,5218.8
1,1,0,0,0,0,1,0,4,0,20,0,5337.2
1,1,0,0,0,0,2,0,4,0,20,0,5248.2
1,1,0,0,0,0,3,0,4,0,20,0,5241.2
1,1,0,0,0,0,4,0,4,0,20,0,5219.4
1,1,0,0,0,0,1,0,1,8,20,0,10818.8
1,1,0,0,0,0,2,0,1,8,20,0,10837.8
1,1,0,0,0,0,3,0,1,8,20,0,10831
1,1,0,0,0,0,4,0,1,8,20,0,10698.2
1,1,0,0,0,0,1,0,2,8,20,0,10253.6
1,1,0,0,0,0,2,0,2,8,20,0,10207.4
1,1,0,0,0,0,3,0,2,8,20,0,10619.4
1,1,0,0,0,0,4,0,2,8,20,0,10583
1,1,0,0,0,0,1,0,3,8,20,0,10829
1,1,0,0,0,0,2,0,3,8,20,0,10735.6
1,1,0,0,0,0,3,0,3,8,20,0,10690
1,1,0,0,0,0,4,0,3,8,20,0,10633
1,1,0,0,0,0,1,0,4,8,20,0,10496.2
1,1,0,0,0,0,2,0,4,8,20,0,10432.8
1,1,0,0,0,0,3,0,4,8,20,0,10761
1,1,0,0,0,0,4,0,4,8,20,0,10725.4
1,1,0,0,0,0,1,0,1,10,20,0,10157.2
1,1,0,0,0,0,2,0,1,10,20,0,10132.6
1,1,0,0,0,0,3,0,1,10,20,0,10198.2
1,1,0,0,0,0,4,0,1,10,20,0,10035.8
1,1,0,0,0,0,1,0,2,10,20,0,9463.2
1,1,0,0,0,0,2,0,2,10,20,0,9443.4
1,1,0,0,0,0,3,0,2,10,20,0,9672
1,1,0,0,0,0,4,0,2,10,20,0,9892.8
1,1,0,0,0,0,1,0,3,10,20,0,10101.8
1,1,0,0,0,0,2,0,3,10,20,0,10076.6
1,1,0,0,0,0,3,0,3,10,20,0,9909.8
1,1,0,0,0,0,4,0,3,10,20,0,9978.6
1,1,0,0,0,0,1,0,4,10,20,0,9682.6
1,1,0,0,0,0,2,0,4,10,20,0,9607.6
1,1,0,0,0,0,3,0,4,10,20,0,9576.8
1,1,0,0,0,0,4,0,4,10,20,0,9963.8
1,1,0,0,0,0,1,0,1,16,20,0,8897
1,1,0,0,0,0,2,0,1,16,20,0,8886.2
1,1,0,0,0,0,3,0,1,16,20,0,8694.4
1,1,0,0,0,0,4,0,1,16,20,0,8948.2
1,1,0,0,0,0,1,0,2,16,20,0,8246.6
1,1,0,0,0,0,2,0,2,16,20,0,8227.6
1,1,0,0,0,0,3,0,2,16,20,0,8432.4
1,1,0,0,0,0,4,0,2,16,20,0,8239.2
1,1,0,0,0,0,1,0,3,16,20,0,8851
1,1,0,0,0,0,2,0,3,16,20,0,8922.6
1,1,0,0,0,0,3,0,3,16,20,0,8586
1,1,0,0,0,0,4,0,3,16,20,0,8797
1,1,0,0,0,0,1,0,4,16,20,0,8390
1,1,0,0,0,0,2,0,4,16,20,0,8227.4
1,1,0,0,0,0,3,0,4,16,20,0,8327.6
1,1,0,0,0,0,4,0,4,16,20,0,8268.8
1,1,0,0,0,0,1,0,1,20,20,0,8496
1,1,0,0,0,0,2,0,1,20,20,0,8481.4
1,1,0,0,0,0,3,0,1,20,20,0,7993.8
1,1,0,0,0,0,4,0,1,20,20,0,8433.8
1,1,0,0,0,0,1,0,2,20,20,0,7860.8
1,1,0,0,0,0,2,0,2,20,20,0,7838
1,1,0,0,0,0,3,0,2,20,20,0,7838.6
1,1,0,0,0,0,4,0,2,20,20,0,7811.8
1,1,0,0,0,0,1,0,3,20,20,0,8416.4
1,1,0,0,0,0,2,0,3,20,20,0,8560.2
1,1,0,0,0,0,3,0,3,20,20,0,8102.8
1,1,0,0,0,0,4,0,3,20,20,0,8336.4
1,1,0,0,0,0,1,0,4,20,20,0,7954.6
1,1,0,0,0,0,2,0,4,20,20,0,7820.8
1,1,0,0,0,0,3,0,4,20,20,0,7964.4
1,1,0,0,0,0,4,0,4,20,20,0,7798
1,1,0,0,0,0,1,0,1,32,20,0,7798
1,1,0,0,0,0,2,0,1,32,20,0,7755.6
1,1,0,0,0,0,3,0,1,32,20,0,7214
1,1,0,0,0,0,4,0,1,32,20,0,7779.6
1,1,0,0,0,0,1,0,2,32,20,0,7199.2
1,1,0,0,0,0,2,0,2,32,20,0,7124.6
1,1,0,0,0,0,3,0,2,32,20,0,7160.8
1,1,0,0,0,0,4,0,2,32,20,0,7195.8
1,1,0,0,0,0,1,0,3,32,20,0,7635.2
1,1,0,0,0,0,2,0,3,32,20,0,7787
1,1,0,0,0,0,3,0,3,32,20,0,7271.6
1,1,0,0,0,0,4,0,3,32,20,0,7603.8
1,1,0,0,0,0,1,0,4,32,20,0,7337
1,1,0,0,0,0,2,0,4,32,20,0,7149.4
1,1,0,0,0,0,3,0,4,32,20,0,7332.2
1,1,0,0,0,0,4,0,4,32,20,0,7172.8
1,1,0,0,0,0,1,0,1,64,20,0,7216.4
1,1,0,0,0,0,2,0,1,64,20,0,7189.4
1,1,0,0,0,0,3,0,1,64,20,0,6557.4
1,1,0,0,0,0,4,0,1,64,20,0,7250.2
1,1,0,0,0,0,1,0,2,64,20,0,6614.2
1,1,0,0,0,0,2,0,2,64,20,0,6547.2
1,1,0,0,0,0,3,0,2,64,20,0,6596.8
1,1,0,0,0,0,4,0,2,64,20,0,6582.8
1,1,0,0,0,0,1,0,3,64,20,0,6987.6
1,1,0,0,0,0,2,0,3,64,20,0,7243.6
1,1,0,0,0,0,3,0,3,64,20,0,6593.4
1,1,0,0,0,0,4,0,3,64,20,0,7045.2
1,1,0,0,0,0,1,0,4,64,20,0,6699.6
1,1,0,0,0,0,2,0,4,64,20,0,6556.6
1,1,0,0,0,0,3,0,4,64,20,0,6787
1,1,0,0,0,0,4,0,4,64,20,0,6604.8
1,1,0,0,0,0,1,0,1,128,20,0,6315.6
1,1,0,0,0,0,2,0,1,128,20,0,6248.2
1,1,0,0,0,0,3,0,1,128,20,0,5987.6
1,1,0,0,0,0,4,0,1,128,20,0,6317.6
1,1,0,0,0,0,1,0,2,128,20,0,6088.8
1,1,0,0,0,0,2,0,2,128,20,0,6012
1,1,0,0,0,0,3,0,2,128,20,0,6003
1,1,0,0,0,0,4,0,2,128,20,0,5999.4
1,1,0,0,0,0,1,0,3,128,20,0,6213.8
1,1,0,0,0,0,2,0,3,128,20,0,6303.6
1,1,0,0,0,0,3,0,3,128,20,0,5999.4
1,1,0,0,0,0,4,0,3,128,20,0,6197.6
1,1,0,0,0,0,1,0,4,128,20,0,6126.4
1,1,0,0,0,0,2,0,4,128,20,0,6017.2
1,1,0,0,0,0,3,0,4,128,20,0,6086.6
1,1,0,0,0,0,4,0,4,128,20,0,5997.2
1,1,0,0,0,0,1,0,1,0,32,0,5163.6
1,1,0,0,0,0,2,0,1,0,32,0,5070.2
1,1,0,0,0,0,3,0,1,0,32,0,5066.6
1,1,0,0,0,0,4,0,1,0,32,0,5061.4
1,1,0,0,0,0,1,0,2,0,32,0,5153.6
1,1,0,0,0,0,2,0,2,0,32,0,5063.8
1,1,0,0,0,0,3,0,2,0,32,0,5060.2
1,1,0,0,0,0,4,0,2,0,32,0,5064
1,1,0,0,0,0,1,0,3,0,32,0,5201.4
1,1,0,0,0,0,2,0,3,0,32,0,5115.8
1,1,0,0,0,0,3,0,3,0,32,0,5113
1,1,0,0,0,0,4,0,3,0,32,0,5098
1,1,0,0,0,0,1,0,4,0,32,0,5204.2
1,1,0,0,0,0,2,0,4,0,32,0,5122
1,1,0,0,0,0,3,0,4,0,32,0,5112.6
1,1,0,0,0,0,4,0,4,0,32,0,5083.6
1,1,0,0,0,0,1,0,1,8,32,0,10269.4
1,1,0,0,0,0,2,0,1,8,32,0,10219
1,1,0,0,0,0,3,0,1,8,32,0,9781.4
1,1,0,0,0,0,4,0,1,8,32,0,9648.4
1,1,0,0,0,0,1,0,2,8,32,0,9613
1,1,0,0,0,0,2,0,2,8,32,0,9528
1,1,0,0,0,0,3,0,2,8,32,0,9501
1,1,0,0,0,0,4,0,2,8,32,0,9482.8
1,1,0,0,0,0,1,0,3,8,32,0,10244
1,1,0,0,0,0,2,0,3,8,32,0,10238.2
1,1,0,0,0,0,3,0,3,8,32,0,9704.8
1,1,0,0,0,0,4,0,3,8,32,0,9671.2
1,1,0,0,0,0,1,0,4,8,32,0,9814
1,1,0,0,0,0,2,0,4,8,32,0,9711.2
1,1,0,0,0,0,3,0,4,8,32,0,9656.4
1,1,0,0,0,0,4,0,4,8,32,0,9622.4
1,1,0,0,0,0,1,0,1,10,32,0,9580.4
1,1,0,0,0,0,2,0,1,10,32,0,9488.4
1,1,0,0,0,0,3,0,1,10,32,0,9511.6
1,1,0,0,0,0,4,0,1,10,32,0,9164.2
1,1,0,0,0,0,1,0,2,10,32,0,8972
1,1,0,0,0,0,2,0,2,10,32,0,8842.6
1,1,0,0,0,0,3,0,2,10,32,0,9094.4
1,1,0,0,0,0,4,0,2,10,32,0,8977.8
1,1,0,0,0,0,1,0,3,10,32,0,9588.6
1,1,0,0,0,0,2,0,3,10,32,0,9611.2
1,1,0,0,0,0,3,0,3,10,32,0,9415
1,1,0,0,0,0,4,0,3,10,32,0,9320.4
1,1,0,0,0,0,1,0,4,10,32,0,9227.8
1,1,0,0,0,0,2,0,4,10,32,0,9045
1,1,0,0,0,0,3,0,4,10,32,0,8995.8
1,1,0,0,0,0,4,0,4,10,32,0,9054.2
1,1,0,0,0,0,1,0,1,16,32,0,8304.2
1,1,0,0,0,0,2,0,1,16,32,0,8271.2
1,1,0,0,0,0,3,0,1,16,32,0,8082.8
1,1,0,0,0,0,4,0,1,16,32,0,8162.8
1,1,0,0,0,0,1,0,2,16,32,0,7857.4
1,1,0,0,0,0,2,0,2,16,32,0,7765
1,1,0,0,0,0,3,0,2,16,32,0,7923.6
1,1,0,0,0,0,4,0,2,16,32,0,7814.8
1,1,0,0,0,0,1,0,3,16,32,0,8280.6
1,1,0,0,0,0,2,0,3,16,32,0,8336.6
1,1,0,0,0,0,3,0,3,16,32,0,7998.8
1,1,0,0,0,0,4,0,3,16,32,0,8231.4
1,1,0,0,0,0,1,0,4,16,32,0,7959.2
1,1,0,0,0,0,2,0,4,16,32,0,7783
1,1,0,0,0,0,3,0,4,16,32,0,7901.8
1,1,0,0,0,0,4,0,4,16,32,0,7996.4
1,1,0,0,0,0,1,0,1,20,32,0,7964.4
1,1,0,0,0,0,2,0,1,20,32,0,7920.2
1,1,0,0,0,0,3,0,1,20,32,0,7452
1,1,0,0,0,0,4,0,1,20,32,0,7846.2
1,1,0,0,0,0,1,0,2,20,32,0,7415.6
1,1,0,0,0,0,2,0,2,20,32,0,7349.4
1,1,0,0,0,0,3,0,2,20,32,0,7351.2
1,1,0,0,0,0,4,0,2,20,32,0,7374.6
1,1,0,0,0,0,1,0,3,20,32,0,7868.2
1,1,0,0,0,0,2,0,3,20,32,0,7974.2
1,1,0,0,0,0,3,0,3,20,32,0,7510.2
1,1,0,0,0,0,4,0,3,20,32,0,7804.2
1,1,0,0,0,0,1,0,4,20,32,0,7566.2
1,1,0,0,0,0,2,0,4,20,32,0,7379
1,1,0,0,0,0,3,0,4,20,32,0,7504.8
1,1,0,0,0,0,4,0,4,20,32,0,7375.6
1,1,0,0,0,0,1,0,1,32,32,0,7378.4
1,1,0,0,0,0,2,0,1,32,32,0,7329.6
1,1,0,0,0,0,3,0,1,32,32,0,6738.2
1,1,0,0,0,0,4,0,1,32,32,0,7299.4
1,1,0,0,0,0,1,0,2,32,32,0,6780.4
1,1,0,0,0,0,2,0,2,32,32,0,6686.2
1,1,0,0,0,0,3,0,2,32,32,0,6727.4
1,1,0,0,0,0,4,0,2,32,32,0,6745.4
1,1,0,0,0,0,1,0,3,32,32,0,7205.8
1,1,0,0,0,0,2,0,3,32,32,0,7386.4
1,1,0,0,0,0,3,0,3,32,32,0,6792.6
1,1,0,0,0,0,4,0,3,32,32,0,7144.6
1,1,0,0,0,0,1,0,4,32,32,0,6884.2
1,1,0,0,0,0,2,0,4,32,32,0,6689.2
1,1,0,0,0,0,3,0,4,32,32,0,6910.8
1,1,0,0,0,0,4,0,4,32,32,0,6740.4
1,1,0,0,0,0,1,0,1,64,32,0,6893.4
1,1,0,0,0,0,2,0,1,64,32,0,6851.4
1,1,0,0,0,0,3,0,1,64,32,0,6169.8
1,1,0,0,0,0,4,0,1,64,32,0,6878
1,1,0,0,0,0,1,0,2,64,32,0,6248.8
1,1,0,0,0,0,2,0,2,64,32,0,6148.4
1,1,0,0,0,0,3,0,2,64,32,0,6258
1,1,0,0,0,0,4,0,2,64,32,0,6190.2
1,1,0,0,0,0,1,0,3,64,32,0,6624.8
1,1,0,0,0,0,2,0,3,64,32,0,6898.6
1,1,0,0,0,0,3,0,3,64,32,0,6196.4
1,1,0,0,0,0,4,0,3,64,32,0,6617.8
1,1,0,0,0,0,1,0,4,64,32,0,6308.2
1,1,0,0,0,0,2,0,4,64,32,0,6147.4
1,1,0,0,0,0,3,0,4,64,32,0,6408.4
1,1,0,0,0,0,4,0,4,64,32,0,6162
1,1,0,0,0,0,1,0,1,128,32,0,6133.6
1,1,0,0,0,0,2,0,1,128,32,0,6075.6
1,1,0,0,0,0,3,0,1,128,32,0,5846.4
1,1,0,0,0,0,4,0,1,128,32,0,6143.8
1,1,0,0,0,0,1,0,2,128,32,0,5934.6
1,1,0,0,0,0,2,0,2,128,32,0,5861
1,1,0,0,0,0,3,0,2,128,32,0,5844.6
1,1,0,0,0,0,4,0,2,128,32,0,5853
1,1,0,0,0,0,1,0,3,128,32,0,6103
1,1,0,0,0,0,2,0,3,128,32,0,6155.8
1,1,0,0,0,0,3,0,3,128,32,0,5885.6
1,1,0,0,0,0,4,0,3,128,32,0,6063.8
1,1,0,0,0,0,1,0,4,128,32,0,6008.8
1,1,0,0,0,0,2,0,4,128,32,0,5884.6
1,1,0,0,0,0,3,0,4,128,32,0,5951.2
1,1,0,0,0,0,4,0,4,128,32,0,5882
1,1,0,0,0,0,1,0,1,0,64,0,5349.2
1,1,0,0,0,0,2,0,1,0,64,0,5334.2
1,1,0,0,0,0,3,0,1,0,64,0,5260.2
1,1,0,0,0,0,4,0,1,0,64,0,5253.4
1,1,0,0,0,0,1,0,2,0,64,0,5369.4
1,1,0,0,0,0,2,0,2,0,64,0,5241.8
1,1,0,0,0,0,3,0,2,0,64,0,5270.6
1,1,0,0,0,0,4,0,2,0,64,0,5299.6
1,1,0,0,0,0,1,0,3,0,64,0,5241.2
1,1,0,0,0,0,2,0,3,0,64,0,5173.2
1,1,0,0,0,0,3,0,3,0,64,0,5172.8
1,1,0,0,0,0,4,0,3,0,64,0,5162
1,1,0,0,0,0,1,0,4,0,64,0,5249
1,1,0,0,0,0,2,0,4,0,64,0,5196.4
1,1,0,0,0,0,3,0,4,0,64,0,5184.2
1,1,0,0,0,0,4,0,4,0,64,0,5149.4
1,1,0,0,0,0,1,0,1,8,64,0,9549.4
1,1,0,0,0,0,2,0,1,8,64,0,9545.6
1,1,0,0,0,0,3,0,1,8,64,0,9104.8
1,1,0,0,0,0,4,0,1,8,64,0,8982.4
1,1,0,0,0,0,1,0,2,8,64,0,9131
1,1,0,0,0,0,2,0,2,8,64,0,9117.6
1,1,0,0,0,0,3,0,2,8,64,0,8876.4
1,1,0,0,0,0,4,0,2,8,64,0,8846
1,1,0,0,0,0,1,0,3,8,64,0,9496.6
1,1,0,0,0,0,2,0,3,8,64,0,9542.6
1,1,0,0,0,0,3,0,3,8,64,0,9074
1,1,0,0,0,0,4,0,3,8,64,0,9058.6
1,1,0,0,0,0,1,0,4,8,64,0,9158.6
1,1,0,0,0,0,2,0,4,8,64,0,9044.4
1,1,0,0,0,0,3,0,4,8,64,0,8790
1,1,0,0,0,0,4,0,4,8,64,0,8776
1,1,0,0,0,0,1,0,1,10,64,0,8921.6
1,1,0,0,0,0,2,0,1,10,64,0,8886.4
1,1,0,0,0,0,3,0,1,10,64,0,8790.2
1,1,0,0,0,0,4,0,1,10,64,0,8530.6
1,1,0,0,0,0,1,0,2,10,64,0,8548.4
1,1,0,0,0,0,2,0,2,10,64,0,8424
1,1,0,0,0,0,3,0,2,10,64,0,8628.6
1,1,0,0,0,0,4,0,2,10,64,0,8437.6
1,1,0,0,0,0,1,0,3,10,64,0,8857.8
1,1,0,0,0,0,2,0,3,10,64,0,8921
1,1,0,0,0,0,3,0,3,10,64,0,8748.2
1,1,0,0,0,0,4,0,3,10,64,0,8650.4
1,1,0,0,0,0,1,0,4,10,64,0,8683.2
1,1,0,0,0,0,2,0,4,10,64,0,8483.8
1,1,0,0,0,0,3,0,4,10,64,0,8467.2
1,1,0,0,0,0,4,0,4,10,64,0,8309.2
1,1,0,0,0,0,1,0,1,16,64,0,7765.4
1,1,0,0,0,0,2,0,1,16,64,0,7726.8
1,1,0,0,0,0,3,0,1,16,64,0,7526.2
1,1,0,0,0,0,4,0,1,16,64,0,7597.2
1,1,0,0,0,0,1,0,2,16,64,0,7415
1,1,0,0,0,0,2,0,2,16,64,0,7319.6
1,1,0,0,0,0,3,0,2,16,64,0,7476.6
1,1,0,0,0,0,4,0,2,16,64,0,7411.4
1,1,0,0,0,0,1,0,3,16,64,0,7709.4
1,1,0,0,0,0,2,0,3,16,64,0,7754
1,1,0,0,0,0,3,0,3,16,64,0,7426
1,1,0,0,0,0,4,0,3,16,64,0,7661.2
1,1,0,0,0,0,1,0,4,16,64,0,7511.8
1,1,0,0,0,0,2,0,4,16,64,0,7284.8
1,1,0,0,0,0,3,0,4,16,64,0,7432.8
1,1,0,0,0,0,4,0,4,16,64,0,7385.8
1,1,0,0,0,0,1,0,1,20,64,0,7473.4
1,1,0,0,0,0,2,0,1,20,64,0,7434.6
1,1,0,0,0,0,3,0,1,20,64,0,6964
1,1,0,0,0,0,4,0,1,20,64,0,7325.6
1,1,0,0,0,0,1,0,2,20,64,0,6985
1,1,0,0,0,0,2,0,2,20,64,0,6925.6
1,1,0,0,0,0,3,0,2,20,64,0,6959.2
1,1,0,0,0,0,4,0,2,20,64,0,6984.8
1,1,0,0,0,0,1,0,3,20,64,0,7343
1,1,0,0,0,0,2,0,3,20,64,0,7440.8
1,1,0,0,0,0,3,0,3,20,64,0,7001.4
1,1,0,0,0,0,4,0,3,20,64,0,7295.8
1,1,0,0,0,0,1,0,4,20,64,0,7123
1,1,0,0,0,0,2,0,4,20,64,0,6934.6
1,1,0,0,0,0,3,0,4,20,64,0,7061.4
1,1,0,0,0,0,4,0,4,20,64,0,6936.8
1,1,0,0,0,0,1,0,1,32,64,0,7013
1,1,0,0,0,0,2,0,1,32,64,0,6965.6
1,1,0,0,0,0,3,0,1,32,64,0,6333.2
1,1,0,0,0,0,4,0,1,32,64,0,6914.2
1,1,0,0,0,0,1,0,2,32,64,0,6411
1,1,0,0,0,0,2,0,2,32,64,0,6284.6
1,1,0,0,0,0,3,0,2,32,64,0,6355
1,1,0,0,0,0,4,0,2,32,64,0,6382.4
1,1,0,0,0,0,1,0,3,32,64,0,6814.2
1,1,0,0,0,0,2,0,3,32,64,0,6982.6
1,1,0,0,0,0,3,0,3,32,64,0,6386
1,1,0,0,0,0,4,0,3,32,64,0,6750.6
1,1,0,0,0,0,1,0,4,32,64,0,6475.6
1,1,0,0,0,0,2,0,4,32,64,0,6297.4
1,1,0,0,0,0,3,0,4,32,64,0,6546.6
1,1,0,0,0,0,4,0,4,32,64,0,6364.4
1,1,0,0,0,0,1,0,1,64,64,0,6776
1,1,0,0,0,0,2,0,1,64,64,0,6713.6
1,1,0,0,0,0,3,0,1,64,64,0,5947.6
1,1,0,0,0,0,4,0,1,64,64,0,6709
1,1,0,0,0,0,1,0,2,64,64,0,5965.2
1,1,0,0,0,0,2,0,2,64,64,0,5870.6
1,1,0,0,0,0,3,0,2,64,64,0,5946.4
1,1,0,0,0,0,4,0,2,64,64,0,5921
1,1,0,0,0,0,1,0,3,64,64,0,6434
1,1,0,0,0,0,2,0,3,64,64,0,6730.6
1,1,0,0,0,0,3,0,3,64,64,0,5926.2
1,1,0,0,0,0,4,0,3,64,64,0,6383.8
1,1,0,0,0,0,1,0,4,64,64,0,5975.2
1,1,0,0,0,0,2,0,4,64,64,0,5829.2
1,1,0,0,0,0,3,0,4,64,64,0,6111.4
1,1,0,0,0,0,4,0,4,64,64,0,5846.6
1,1,0,0,0,0,1,0,1,128,64,0,6041.2
1,1,0,0,0,0,2,0,1,128,64,0,5968.8
1,1,0,0,0,0,3,0,1,128,64,0,5748
1,1,0,0,0,0,4,0,1,128,64,0,5998
1,1,0,0,0,0,1,0,2,128,64,0,5771.6
1,1,0,0,0,0,2,0,2,128,64,0,5697.6
1,1,0,0,0,0,3,0,2,128,64,0,5681
1,1,0,0,0,0,4,0,2,128,64,0,5702
1,1,0,0,0,0,1,0,3,128,64,0,5995.8
1,1,0,0,0,0,2,0,3,128,64,0,6027.2
1,1,0,0,0,0,3,0,3,128,64,0,5757
1,1,0,0,0,0,4,0,3,128,64,0,5932.2
1,1,0,0,0,0,1,0,4,128,64,0,5817.2
1,1,0,0,0,0,2,0,4,128,64,0,5687.2
1,1,0,0,0,0,3,0,4,128,64,0,5758.6
1,1,0,0,0,0,4,0,4,128,64,0,5684.2
1,1,0,0,0,0,1,0,1,0,128,0,7238.8
1,1,0,0,0,0,2,0,1,0,128,0,7179.4
1,1,0,0,0,0,3,0,1,0,128,0,7139.6
1,1,0,0,0,0,4,0,1,0,128,0,7169.4
1,1,0,0,0,0,1,0,2,0,128,0,7267.2
1,1,0,0,0,0,2,0,2,0,128,0,7132.2
1,1,0,0,0,0,3,0,2,0,128,0,7144.4
1,1,0,0,0,0,4,0,2,0,128,0,7159.4
1,1,0,0,0,0,1,0,3,0,128,0,7053.8
1,1,0,0,0,0,2,0,3,0,128,0,6991.4
1,1,0,0,0,0,3,0,3,0,128,0,6950.8
1,1,0,0,0,0,4,0,3,0,128,0,6944.4
1,1,0,0,0,0,1,0,4,0,128,0,7057.4
1,1,0,0,0,0,2,0,4,0,128,0,6981
1,1,0,0,0,0,3,0,4,0,128,0,6951.8
1,1,0,0,0,0,4,0,4,0,128,0,6951.4
1,1,0,0,0,0,1,0,1,8,128,0,9047.6
1,1,0,0,0,0,2,0,1,8,128,0,9035.4
1,1,0,0,0,0,3,0,1,8,128,0,8638.4
1,1,0,0,0,0,4,0,1,8,128,0,8514
1,1,0,0,0,0,1,0,2,8,128,0,8731.6
1,1,0,0,0,0,2,0,2,8,128,0,8753
1,1,0,0,0,0,3,0,2,8,128,0,8511.4
1,1,0,0,0,0,4,0,2,8,128,0,8483.2
1,1,0,0,0,0,1,0,3,8,128,0,9044.8
1,1,0,0,0,0,2,0,3,8,128,0,9092.8
1,1,0,0,0,0,3,0,3,8,128,0,8659.4
1,1,0,0,0,0,4,0,3,8,128,0,8637
1,1,0,0,0,0,1,0,4,8,128,0,8820.2
1,1,0,0,0,0,2,0,4,8,128,0,8714.2
1,1,0,0,0,0,3,0,4,8,128,0,8429.4
1,1,0,0,0,0,4,0,4,8,128,0,8411.4
1,1,0,0,0,0,1,0,1,10,128,0,8488
1,1,0,0,0,0,2,0,1,10,128,0,8457.4
1,1,0,0,0,0,3,0,1,10,128,0,8378.6
1,1,0,0,0,0,4,0,1,10,128,0,8105.6
1,1,0,0,0,0,1,0,2,10,128,0,8197.2
1,1,0,0,0,0,2,0,2,10,128,0,8069.2
1,1,0,0,0,0,3,0,2,10,128,0,8317.6
1,1,0,0,0,0,4,0,2,10,128,0,8108.8
1,1,0,0,0,0,1,0,3,10,128,0,8477.2
1,1,0,0,0,0,2,0,3,10,128,0,8532.4
1,1,0,0,0,0,3,0,3,10,128,0,8365.4
1,1,0,0,0,0,4,0,3,10,128,0,8257.4
1,1,0,0,0,0,1,0,4,10,128,0,8402.8
1,1,0,0,0,0,2,0,4,10,128,0,8186.2
1,1,0,0,0,0,3,0,4,10,128,0,8185.4
1,1,0,0,0,0,4,0,4,10,128,0,8002.4
1,1,0,0,0,0,1,0,1,16,128,0,7477
1,1,0,0,0,0,2,0,1,16,128,0,7449.8
1,1,0,0,0,0,3,0,1,16,128,0,7241.6
1,1,0,0,0,0,4,0,1,16,128,0,7301.8
1,1,0,0,0,0,1,0,2,16,128,0,7158.8
1,1,0,0,0,0,2,0,2,16,128,0,7041.4
1,1,0,0,0,0,3,0,2,16,128,0,7221.2
1,1,0,0,0,0,4,0,2,16,128,0,7149.4
1,1,0,0,0,0,1,0,3,16,128,0,7446.8
1,1,0,0,0,0,2,0,3,16,128,0,7504
1,1,0,0,0,0,3,0,3,16,128,0,7155.2
1,1,0,0,0,0,4,0,3,16,128,0,7395.4
1,1,0,0,0,0,1,0,4,16,128,0,7296.2
1,1,0,0,0,0,2,0,4,16,128,0,7080.2
1,1,0,0,0,0,3,0,4,16,128,0,7217.6
1,1,0,0,0,0,4,0,4,16,128,0,7168
1,1,0,0,0,0,1,0,1,20,128,0,7235.6
1,1,0,0,0,0,2,0,1,20,128,0,7183.2
1,1,0,0,0,0,3,0,1,20,128,0,6693
1,1,0,0,0,0,4,0,1,20,128,0,7085.4
1,1,0,0,0,0,1,0,2,20,128,0,6752.8
1,1,0,0,0,0,2,0,2,20,128,0,6689
1,1,0,0,0,0,3,0,2,20,128,0,6721.8
1,1,0,0,0,0,4,0,2,20,128,0,6750
1,1,0,0,0,0,1,0,3,20,128,0,7122.4
1,1,0,0,0,0,2,0,3,20,128,0,7228
1,1,0,0,0,0,3,0,3,20,128,0,6764.8
1,1,0,0,0,0,4,0,3,20,128,0,7072.2
1,1,0,0,0,0,1,0,4,20,128,0,6922
1,1,0,0,0,0,2,0,4,20,128,0,6730
1,1,0,0,0,0,3,0,4,20,128,0,6854.8
